*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2017 008   101    92    73.2     0.8    66.1    4.56    3.31      0.0     0.0    39.4    26.7    4.21    2.51     3.3    1.9    3.2   36.44   11.33
 2017 009   102    93    73.0     0.5    67.7    4.56    3.31      0.0     0.0    40.4    27.3    4.21    2.51     3.3    1.9    3.2   38.82   11.47
 2017 010   103    94    75.2     0.7    69.0    4.55    3.31      0.0     0.0    41.1    27.8    4.21    2.51     3.3    1.9    2.9   38.96   11.68
 2017 011   104    95    77.4     0.9    69.8    4.54    3.30      0.0     0.0    41.6    28.1    4.20    2.50     3.3    1.9    2.9   39.25   11.93
 2017 012   105    96    77.2     0.7    70.6    4.54    3.30      0.0     0.0    42.2    28.5    4.21    2.50     3.3    1.9    3.4   41.93   12.19
 2017 013   106    97    78.8     1.0    70.2    4.55    3.28      0.0     0.0    41.9    28.3    4.19    2.49     3.3    1.9    2.1   42.38   12.49
 2017 014   107    98    80.8     1.3    70.0    4.56    3.28      0.0     0.0    41.7    28.3    4.19    2.48     3.3    1.9    2.6   42.84   12.78
 2017 015   108    99    82.9     1.7    69.7    4.56    3.27      0.0     0.0    41.6    28.2    4.19    2.47     3.3    1.9    2.5   43.09   13.06
 2017 016   109   100    77.8     0.9    69.3    4.56    3.26      0.0     0.0    41.3    28.0    4.18    2.46     3.3    1.9    2.4   49.40   13.33
 2017 017   110   101    80.4     1.3    69.5    4.57    3.26      0.0     0.0    41.4    28.1    4.18    2.46     3.3    1.9    3.2   49.73   13.60
 2017 018   111   102    83.2     1.6    69.7    4.56    3.26      0.0     0.0    41.5    28.2    4.18    2.46     3.3    1.9    3.3   50.01   13.85
 2017 019   112   103    80.6     1.2    70.2    4.56    3.26      0.0     0.0    41.8    28.4    4.19    2.46     3.3    1.9    3.5   54.89   14.10
 2017 020   113   104    83.1     1.5    70.2    4.56    3.25      0.0     0.0    41.8    28.4    4.18    2.45     3.3    1.9    2.9   55.20   14.36
 2017 021   114   105    86.0     2.0    70.2    4.57    3.25      0.0     0.0    41.8    28.4    4.18    2.44     3.3    1.9    3.4   55.54   14.63
 2017 022   115   106    87.0     2.5    69.0    4.59    3.22      0.0     0.0    41.0    28.0    4.17    2.42     3.3    1.9    1.1   55.83   14.93
 2017 023   116   107    78.2     1.1    68.5    4.56    3.22      0.0     0.0    40.7    27.8    4.17    2.42     3.2    1.8    3.4   65.85   15.19
 2017 024   117   108    81.7     1.4    69.7    4.55    3.23      0.0     0.0    41.4    28.3    4.18    2.42     3.3    1.9    4.5   66.17   15.41
 2017 025   118   109    84.9     1.7    70.7    4.54    3.23      0.0     0.0    42.0    28.7    4.19    2.43     3.3    1.9    4.0   66.47   15.63
 2017 026   119   110    80.1     1.2    69.5    4.57    3.21      0.0     0.0    41.3    28.2    4.17    2.40     3.3    1.8    2.2   72.65   15.92
 2017 027   120   111    82.7     1.6    69.3    4.55    3.21      0.0     0.0    41.1    28.2    4.17    2.40     3.3    1.8    3.0   72.91   16.15
 2017 028   121   112    85.1     1.8    70.3    4.55    3.22      0.0     0.0    41.7    28.5    4.18    2.41     3.3    1.8    2.9   73.04   16.30
 2017 029   122   113    86.5     2.0    70.5    4.55    3.22      0.0     0.0    41.9    28.7    4.19    2.41     3.3    1.8    1.7   73.12   16.45
 2017 030   123   114    82.8     1.1    72.7    4.56    3.24      0.0     0.0    43.2    29.5    4.20    2.42     3.3    1.9    4.6   79.42   16.60
 2017 031   124   115    86.1     1.3    74.4    4.55    3.24      0.0     0.0    44.2    30.2    4.21    2.43     3.3    1.9    4.2   79.69   16.77
 2017 032   125   116    89.7     1.6    75.9    4.54    3.25      0.0     0.0    45.1    30.8    4.22    2.44     3.3    1.9    4.4   79.83   16.97
 2017 033   126   117    87.1     1.3    76.1    4.54    3.25      0.0     0.0    45.2    30.9    4.21    2.43     3.3    1.9    3.9   85.31   17.22
 2017 034   127   118    90.5     1.7    76.5    4.53    3.25      0.0     0.0    45.4    31.0    4.21    2.43     3.3    1.9    4.2   85.68   17.49
 2017 035   128   119    93.9     2.2    76.3    4.53    3.24      0.0     0.0    45.3    31.0    4.21    2.42     3.3    1.9    4.0   86.23   17.76
 2017 036   129   120    97.1     2.9    75.8    4.53    3.23      0.0     0.0    45.0    30.8    4.21    2.41     3.3    1.9    3.7   86.65   18.02
 2017 037   130   121    89.1     1.6    75.7    4.54    3.22      0.0     0.0    44.9    30.8    4.20    2.41     3.3    1.9    4.2   96.55   18.28
 2017 038   131   122    92.3     2.1    75.1    4.56    3.21      0.0     0.0    44.5    30.6    4.20    2.40     3.3    1.8    3.5   96.89   18.55
 2017 039   132   123    95.3     2.8    74.0    4.56    3.20      0.0     0.0    43.9    30.2    4.19    2.38     3.3    1.8    3.4   97.28   18.84
 2017 040   133   124    87.9     1.6    73.1    4.56    3.19      0.0     0.0    43.3    29.9    4.18    2.37     3.3    1.8    4.1  106.89   19.10
 2017 041   134   125    91.5     2.0    74.2    4.55    3.19      0.0     0.0    43.9    30.3    4.18    2.37     3.3    1.8    5.0  107.26   19.31
 2017 042   135   126    95.3     2.5    74.6    4.55    3.18      0.0     0.0    44.1    30.4    4.18    2.37     3.3    1.8    4.6  107.58   19.54
 2017 043   136   127    99.2     3.2    74.3    4.54    3.17      0.0     0.0    44.0    30.4    4.17    2.36     3.3    1.8    4.6  107.90   19.77
 2017 044   137   128    90.4     2.0    73.3    4.56    3.16      0.0     0.0    43.3    30.0    4.16    2.34     3.3    1.8    3.9  118.62   20.03
 2017 045   138   129    93.4     2.7    72.3    4.56    3.14      0.0     0.0    42.7    29.6    4.14    2.33     3.3    1.8    3.4  118.96   20.29
 2017 046   139   130    96.4     3.5    71.2    4.57    3.12      0.0     0.0    42.0    29.2    4.13    2.31     3.3    1.8    3.3  119.24   20.57
 2017 047   140   131    84.9     1.6    72.3    4.56    3.12      0.0     0.0    42.6    29.6    4.13    2.31     3.3    1.8    5.4  132.43   20.74
 2017 048   141   132    88.4     2.0    73.6    4.55    3.12      0.0     0.0    43.4    30.1    4.13    2.31     3.3    1.8    4.8  132.65   20.91
 2017 049   142   133    90.7     2.5    72.7    4.54    3.11      0.0     0.0    42.9    29.8    4.12    2.30     3.3    1.8    2.5  132.94   21.13
 2017 050   143   134    94.3     3.3    71.7    4.55    3.09      0.0     0.0    42.3    29.4    4.10    2.29     3.3    1.7    4.2  133.26   21.38
 2017 051   144   135    84.8     2.0    71.1    4.56    3.08      0.0     0.0    41.9    29.2    4.09    2.27     3.3    1.7    4.7  144.92   21.61
 2017 052   145   136    87.4     2.7    70.1    4.57    3.06      0.0     0.0    41.2    28.8    4.08    2.26     3.3    1.7    2.8  145.18   21.86
 2017 053   146   137    88.6     3.3    69.0    4.56    3.05      0.0     0.0    40.6    28.5    4.06    2.24     3.3    1.7    1.4  145.43   22.09
 2017 054   147   138    80.5     2.1    68.2    4.55    3.03      0.0     0.0    40.0    28.1    4.05    2.23     3.2    1.7    3.5  154.55   22.31
 2017 055   148   139    84.2     2.7    67.4    4.58    3.01      0.0     0.0    39.6    27.9    4.04    2.22     3.3    1.7    4.1  154.76   22.55
 2017 056   149   140    87.8     3.4    66.5    4.59    3.00      0.0     0.0    39.0    27.5    4.02    2.20     3.3    1.7    4.2  155.25   22.78
 2017 057   150   141    92.1     4.2    66.4    4.58    2.99      0.0     0.0    38.9    27.5    4.01    2.19     3.3    1.7    5.2  155.44   22.99
 2017 058   151   142    76.5     1.3    66.0    4.61    2.97      0.0     0.0    38.6    27.3    4.00    2.18     3.2    1.7    4.2  171.23   23.20
 2017 059   152   143    79.4     1.7    66.0    4.64    2.96      0.0     0.0    38.6    27.4    3.99    2.17     3.3    1.6    3.8  171.53   23.42
 2017 060   153   144    82.8     2.3    66.2    4.65    2.95      0.0     0.0    38.7    27.5    3.98    2.16     3.3    1.6    4.4  171.90   23.63
 2017 061   154   145    78.6     1.5    66.1    4.64    2.94      0.0     0.0    38.6    27.5    3.97    2.15     3.3    1.6    4.6  178.76   23.86
 2017 062   155   146    82.3     1.9    67.0    4.62    2.94      0.0     0.0    39.1    27.8    3.96    2.15     3.3    1.6    5.1  179.16   24.07
 2017 063   156   147    86.1     2.3    68.3    4.60    2.94      0.0     0.0    39.9    28.4    3.96    2.15     3.3    1.6    5.4  179.54   24.25
 2017 064   157   148    89.9     2.9    68.4    4.59    2.93      0.0     0.0    40.0    28.4    3.95    2.15     3.3    1.6    4.6  179.91   24.47
 2017 065   158   149    79.3     1.1    68.5    4.56    2.92      0.0     0.0    40.0    28.5    3.94    2.14     3.2    1.6    4.3  191.84   24.69
 2017 066   159   150    82.7     1.5    69.1    4.56    2.91      0.0     0.0    40.4    28.7    3.94    2.13     3.3    1.6    4.6  192.11   24.89
 2017 067   160   151    86.1     2.0    69.1    4.57    2.90      0.0     0.0    40.3    28.7    3.93    2.13     3.3    1.6    4.2  192.43   25.11
 2017 068   161   152    82.2     1.4    69.0    4.59    2.89      0.0     0.0    40.2    28.7    3.92    2.12     3.3    1.6    4.3  198.98   25.32
 2017 069   162   153    86.2     2.0    69.2    4.59    2.89      0.0     0.0    40.4    28.8    3.91    2.11     3.3    1.6    5.1  199.36   25.55
 2017 070   163   154    90.3     2.6    69.4    4.60    2.88      0.0     0.0    40.5    28.9    3.90    2.11     3.3    1.6    5.2  199.77   25.77
 2017 071   164   155    93.0     3.3    68.4    4.60    2.86      0.0     0.0    39.8    28.6    3.89    2.09     3.3    1.6    3.0  200.12   26.00
 2017 072   165   156    80.7     1.8    67.4    4.59    2.84      0.0     0.0    39.2    28.2    3.87    2.08     3.2    1.6    1.7  211.79   26.23
 2017 073   166   157    84.8     2.4    67.6    4.57    2.83      0.0     0.0    39.3    28.3    3.86    2.07     3.2    1.6    5.9  212.07   26.43
 2017 074   167   158    88.8     2.7    70.1    4.57    2.85      0.0     0.0    40.8    29.3    3.87    2.08     3.2    1.6    5.9  212.14   26.54
 2017 075   168   159    85.8     1.9    72.1    4.57    2.86      0.0     0.0    42.0    30.1    3.88    2.09     3.2    1.6    5.3  218.13   26.65
 2017 076   169   160    90.1     2.3    74.1    4.56    2.87      0.0     0.0    43.2    30.9    3.88    2.10     3.3    1.6    5.6  218.26   26.82
 2017 077   170   161    94.6     2.8    75.5    4.56    2.87      0.0     0.0    44.1    31.5    3.88    2.10     3.3    1.7    5.9  218.55   27.01

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:54

*RUN   3        : Brilliance                CRGRO048 UFBA1601    2
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1601 SR 2016 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  2   : Brilliance                CRGRO048
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2016 282     9     0     4.4     0.0     4.4    0.00    3.57      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.02
 2016 283    10     1     4.4     0.0     4.4    0.00    3.56      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.03
 2016 284    11     2     4.5     0.0     4.5    0.00    3.52      0.0     0.0     2.1     2.4    4.39    2.99     0.0    2.3    0.4    0.01    0.05
 2016 285    12     3     4.6     0.0     4.6    0.00    3.48      0.0     0.0     2.1     2.5    4.38    2.96     0.0    2.3    0.2    0.02    0.07
 2016 286    13     4     4.7     0.0     4.7    0.00    3.45      0.0     0.0     2.1     2.6    4.37    2.95     0.0    2.2    0.3    0.03    0.09
 2016 287    14     5     4.9     0.0     4.9    0.00    3.41      0.0     0.0     2.1     2.8    4.36    2.94     0.0    2.2    0.3    0.04    0.10
 2016 288    15     6     5.0     0.0     5.0    0.00    3.38      0.0     0.0     2.1     3.0    4.35    2.92     0.0    2.2    0.3    0.05    0.12
 2016 289    16     7     5.1     0.0     5.1    0.00    3.35      0.0     0.0     2.1     3.1    4.34    2.91     0.0    2.2    0.2    0.06    0.15
 2016 290    17     8     5.3     0.0     5.3    0.00    3.32      0.0     0.0     2.0     3.2    4.33    2.89     0.0    2.2    0.2    0.07    0.17
 2016 291    18     9     5.4     0.0     5.4    0.00    3.30      0.0     0.0     2.1     3.4    4.32    2.88     0.0    2.2    0.3    0.08    0.19
 2016 292    19    10     5.6     0.0     5.6    0.00    3.30      0.0     0.0     2.2     3.5    4.31    2.87     0.0    2.2    0.3    0.09    0.22
 2016 293    20    11     5.9     0.0     5.9    0.00    3.30      0.0     0.0     2.4     3.6    4.31    2.85     0.0    2.2    0.4    0.10    0.24
 2016 294    21    12     6.2     0.0     6.2    0.00    3.30      0.0     0.0     2.5     3.7    4.31    2.84     0.0    2.2    0.4    0.11    0.27
 2016 295    22    13     6.5     0.0     6.5    0.00    3.29      0.0     0.0     2.7     3.8    4.31    2.82     0.0    2.2    0.4    0.12    0.30
 2016 296    23    14     7.0     0.0     7.0    0.00    3.30      0.0     0.0     3.0     4.0    4.31    2.82     0.0    2.1    0.6    0.14    0.32
 2016 297    24    15     7.5     0.0     7.5    0.00    3.31      0.0     0.0     3.2     4.2    4.31    2.81     0.0    2.1    0.7    0.15    0.35
 2016 298    25    16     7.9     0.0     7.9    0.00    3.31      0.0     0.0     3.5     4.4    4.30    2.80     0.0    2.1    0.7    0.16    0.38
 2016 299    26    17     8.4     0.0     8.4    0.00    3.31      0.0     0.0     3.8     4.6    4.29    2.78     0.0    2.1    0.6    0.18    0.41
 2016 300    27    18     8.9     0.0     8.9    0.00    3.32      0.0     0.0     4.1     4.8    4.29    2.78     0.0    2.1    0.7    0.20    0.44
 2016 301    28    19     9.3     0.0     9.3    0.00    3.32      0.0     0.0     4.4     5.0    4.29    2.77     0.0    2.1    0.6    0.22    0.48
 2016 302    29    20     9.8     0.0     9.8    0.00    3.32      0.0     0.0     4.6     5.1    4.29    2.76     0.0    2.1    0.7    0.24    0.53
 2016 303    30    21    10.2     0.0    10.2    0.00    3.32      0.0     0.0     4.9     5.3    4.28    2.75     0.0    2.1    0.7    0.26    0.57
 2016 304    31    22    10.8     0.0    10.8    0.00    3.33      0.0     0.0     5.3     5.5    4.28    2.74     0.0    2.1    0.8    0.29    0.61
 2016 305    32    23    11.5     0.0    11.5    0.00    3.34      0.0     0.0     5.7     5.7    4.29    2.74     0.0    2.1    1.0    0.31    0.66
 2016 306    33    24    12.1     0.0    12.1    0.00    3.34      0.0     0.0     6.1     5.9    4.28    2.73     0.0    2.1    1.0    0.34    0.71
 2016 307    34    25    12.6     0.0    12.6    0.00    3.34      0.0     0.0     6.5     6.1    4.27    2.72     0.0    2.1    0.8    0.37    0.76
 2016 308    35    26    13.3     0.0    13.3    0.00    3.35      0.0     0.0     6.9     6.4    4.27    2.71     0.0    2.1    1.0    0.40    0.82
 2016 309    36    27    14.0     0.0    14.0    0.00    3.35      0.0     0.0     7.3     6.6    4.27    2.71     0.0    2.1    1.1    0.44    0.88
 2016 310    37    28    14.8     0.0    14.8    0.00    3.36      0.0     0.0     7.9     6.9    4.27    2.71     0.0    2.1    1.3    0.47    0.95
 2016 311    38    29    15.6     0.0    15.6    0.00    3.36      0.0     0.0     8.4     7.2    4.27    2.70     0.0    2.1    1.3    0.51    1.01
 2016 312    39    30    16.3     0.0    16.3    0.00    3.36      0.0     0.0     8.8     7.5    4.26    2.69     3.4    2.1    1.1    0.56    1.09
 2016 313    40    31    17.3     0.0    17.3    0.00    3.37      0.0     0.0     9.4     7.9    4.26    2.69     3.4    2.1    1.5    0.60    1.16
 2016 314    41    32    18.1     0.0    18.1    0.00    3.37      0.0     0.0     9.9     8.2    4.25    2.68     3.4    2.1    1.3    0.65    1.24
 2016 315    42    33    19.3     0.0    19.2    0.00    3.37      0.0     0.0    10.6     8.6    4.26    2.68     3.3    2.1    1.7    0.70    1.33
 2016 316    43    34    20.4     0.0    20.3    0.00    3.38      0.0     0.0    11.3     9.0    4.25    2.68     3.3    2.1    1.7    0.76    1.41
 2016 317    44    35    21.6     0.0    21.4    0.00    3.38      0.0     0.0    12.0     9.4    4.25    2.68     3.3    2.1    1.8    0.82    1.50
 2016 318    45    36    22.7     0.0    22.4    0.00    3.38      0.0     0.0    12.6     9.8    4.25    2.68     3.3    2.1    1.7    0.89    1.59
 2016 319    46    37    23.1     0.0    22.6    4.56    3.36      0.0     0.0    12.7     9.8    4.22    2.65     3.3    2.1    0.5    0.99    1.70
 2016 320    47    38    24.0     0.0    23.3    4.53    3.37      0.0     0.0    13.2    10.1    4.24    2.66     3.3    2.1    1.4    1.07    1.80
 2016 321    48    39    25.4     0.0    24.4    4.53    3.37      0.0     0.0    13.9    10.5    4.24    2.66     3.3    2.1    2.0    1.16    1.89
 2016 322    49    40    27.0     0.1    25.6    4.52    3.38      0.0     0.0    14.6    11.0    4.24    2.66     3.3    2.1    2.2    1.25    1.99
 2016 323    50    41    28.4     0.1    26.6    4.53    3.38      0.0     0.0    15.3    11.3    4.24    2.65     3.3    2.1    2.0    1.34    2.11
 2016 324    51    42    29.9     0.2    27.6    4.54    3.38      0.0     0.0    15.9    11.7    4.23    2.65     3.3    2.1    2.0    1.42    2.22
 2016 325    52    43    31.8     0.2    29.1    4.53    3.39      0.0     0.0    16.8    12.3    4.24    2.66     3.3    2.1    2.6    1.49    2.32
 2016 326    53    44    32.7     0.2    30.6    4.54    3.40      0.0     0.0    17.7    12.9    4.25    2.67     3.3    2.1    2.4    2.25    2.40
 2016 327    54    45    34.4     0.2    32.0    4.53    3.40      0.0     0.0    18.6    13.4    4.25    2.67     3.3    2.1    2.4    2.31    2.50
 2016 328    55    46    35.7     0.3    32.9    4.53    3.40      0.0     0.0    19.1    13.7    4.24    2.66     3.3    2.1    1.8    2.41    2.63
 2016 329    56    47    35.7     0.2    33.7    4.55    3.39      0.0     0.0    19.6    14.1    4.23    2.65     3.3    2.1    1.8    3.57    2.78
 2016 330    57    48    37.1     0.3    34.7    4.57    3.39      0.0     0.0    20.3    14.4    4.23    2.65     3.3    2.0    2.0    3.71    2.94
 2016 331    58    49    38.4     0.3    35.6    4.57    3.38      0.0     0.0    20.8    14.8    4.22    2.64     3.3    2.0    1.8    3.86    3.11
 2016 332    59    50    39.9     0.4    36.8    4.56    3.38      0.0     0.0    21.5    15.2    4.23    2.64     3.3    2.0    2.2    3.96    3.25
 2016 333    60    51    39.1     0.1    37.5    4.55    3.38      0.0     0.0    22.0    15.5    4.22    2.63     3.2    2.0    1.6    5.66    3.42
 2016 334    61    52    40.6     0.2    38.4    4.57    3.37      0.0     0.0    22.6    15.9    4.22    2.63     3.3    2.0    2.1    5.81    3.59
 2016 335    62    53    41.5     0.2    38.8    4.59    3.36      0.0     0.0    22.8    16.0    4.21    2.61     3.3    2.0    1.3    5.98    3.79
 2016 336    63    54    41.8     0.2    39.5    4.63    3.36      0.0     0.0    23.3    16.3    4.21    2.61     3.3    2.0    1.9    6.97    3.98
 2016 337    64    55    43.6     0.2    40.8    4.60    3.36      0.0     0.0    24.0    16.8    4.21    2.61     3.3    2.0    2.6    7.15    4.15
 2016 338    65    56    45.5     0.3    42.0    4.58    3.36      0.0     0.0    24.8    17.2    4.21    2.61     3.3    2.0    2.6    7.32    4.32
 2016 339    66    57    47.2     0.4    42.9    4.60    3.36      0.0     0.0    25.3    17.6    4.21    2.60     3.3    2.0    2.4    7.51    4.51
 2016 340    67    58    47.1     0.3    43.3    4.64    3.35      0.0     0.0    25.6    17.7    4.20    2.59     3.3    2.0    1.7    8.82    4.71
 2016 341    68    59    47.5     0.4    43.0    4.64    3.33      0.0     0.0    25.4    17.6    4.18    2.57     3.3    2.0    0.6    8.99    4.92
 2016 342    69    60    49.8     0.6    44.2    4.62    3.35      0.0     0.0    26.1    18.1    4.21    2.59     3.3    2.0    3.0    9.17    5.12
 2016 343    70    61    49.2     0.4    44.7    4.59    3.34      0.0     0.0    26.4    18.3    4.20    2.58     3.3    2.0    2.0   11.12    5.30
 2016 344    71    62    50.7     0.5    45.5    4.57    3.34      0.0     0.0    26.9    18.6    4.20    2.58     3.3    2.0    2.0   11.29    5.45
 2016 345    72    63    52.9     0.6    47.0    4.56    3.35      0.0     0.0    27.9    19.2    4.21    2.59     3.3    2.0    3.1   11.42    5.61
 2016 346    73    64    54.4     0.8    47.4    4.56    3.34      0.0     0.0    28.1    19.3    4.20    2.57     3.3    2.0    1.9   11.58    5.81
 2016 347    74    65    52.1     0.4    47.8    4.60    3.33      0.0     0.0    28.3    19.5    4.20    2.57     3.2    2.0    2.0   15.05    6.03
 2016 348    75    66    54.0     0.5    48.4    4.61    3.33      0.0     0.0    28.7    19.7    4.20    2.56     3.3    2.0    2.5   15.25    6.24
 2016 349    76    67    55.8     0.7    48.8    4.61    3.32      0.0     0.0    29.0    19.9    4.19    2.55     3.3    2.0    2.4   15.52    6.46
 2016 350    77    68    55.4     0.5    49.5    4.58    3.32      0.0     0.0    29.3    20.1    4.19    2.55     3.3    2.0    2.8   17.95    6.67
 2016 351    78    69    57.7     0.6    50.5    4.57    3.33      0.0     0.0    30.0    20.5    4.20    2.55     3.3    2.0    3.0   18.18    6.86
 2016 352    79    70    59.7     0.9    50.9    4.58    3.32      0.0     0.0    30.2    20.7    4.19    2.54     3.3    2.0    2.5   18.40    7.08
 2016 353    80    71    61.1     1.1    50.7    4.61    3.30      0.0     0.0    30.1    20.6    4.18    2.53     3.3    1.9    1.7   18.61    7.31
 2016 354    81    72    58.8     0.7    51.0    4.66    3.30      0.0     0.0    30.3    20.7    4.18    2.52     3.3    1.9    2.4   22.39    7.53
 2016 355    82    73    59.8     0.9    50.6    4.65    3.28      0.0     0.0    30.0    20.6    4.16    2.51     3.3    1.9    1.2   22.66    7.77
 2016 356    83    74    60.8     1.2    50.3    4.62    3.27      0.0     0.0    29.8    20.5    4.16    2.49     3.2    1.9    1.4   22.95    7.98
 2016 357    84    75    57.7     0.6    51.3    4.58    3.28      0.0     0.0    30.4    20.8    4.18    2.50     3.2    1.9    3.4   28.11    8.17
 2016 358    85    76    60.2     0.8    51.8    4.57    3.28      0.0     0.0    30.7    21.0    4.17    2.50     3.3    1.9    3.0   28.33    8.38
 2016 359    86    77    62.5     1.1    52.0    4.58    3.27      0.0     0.0    30.9    21.1    4.17    2.49     3.3    1.9    2.8   28.62    8.59
 2016 360    87    78    64.8     1.4    51.9    4.61    3.26      0.0     0.0    30.8    21.1    4.16    2.48     3.3    1.9    2.6   28.78    8.82
 2016 361    88    79    61.6     0.9    51.9    4.63    3.25      0.0     0.0    30.8    21.1    4.16    2.47     3.3    1.9    2.6   33.69    9.04
 2016 362    89    80    63.8     1.2    52.0    4.64    3.25      0.0     0.0    30.8    21.2    4.15    2.46     3.3    1.9    2.7   34.00    9.26
 2016 363    90    81    66.0     1.5    52.2    4.64    3.24      0.0     0.0    31.0    21.2    4.15    2.46     3.3    1.9    2.9   34.42    9.48
 2016 364    91    82    61.6     0.8    52.5    4.61    3.24      0.0     0.0    31.1    21.4    4.15    2.45     3.2    1.9    3.1   40.51    9.69
 2016 365    92    83    64.2     0.9    54.4    4.61    3.26      0.0     0.0    32.3    22.1    4.18    2.47     3.3    1.9    3.5   40.66    9.80
 2016 366    93    84    66.8     1.0    55.9    4.59    3.27      0.0     0.0    33.2    22.7    4.18    2.48     3.3    1.9    3.3   40.75    9.93
 2017 001    94    85    69.0     1.3    56.2    4.59    3.26      0.0     0.0    33.4    22.8    4.18    2.47     3.3    1.9    2.7   41.04   10.14
 2017 002    95    86    66.2     0.9    56.3    4.62    3.26      0.0     0.0    33.4    22.9    4.17    2.46     3.2    1.9    2.7   45.63   10.37
 2017 003    96    87    68.2     1.2    56.0    4.63    3.24      0.0     0.0    33.3    22.8    4.16    2.45     3.2    1.9    2.4   46.00   10.61
 2017 004    97    88    70.6     1.4    56.5    4.61    3.25      0.0     0.0    33.6    23.0    4.17    2.45     3.2    1.9    3.1   46.38   10.82
 2017 005    98    89    65.9     0.7    56.9    4.57    3.24      0.0     0.0    33.8    23.1    4.17    2.45     3.2    1.9    3.2   53.00   11.03
 2017 006    99    90    68.7     1.0    57.8    4.56    3.25      0.0     0.0    34.3    23.5    4.18    2.45     3.3    1.9    3.5   53.16   11.23
 2017 007   100    91    69.3     1.1    57.4    4.55    3.24      0.0     0.0    34.1    23.3    4.17    2.44     3.3    1.9    0.7   53.38   11.38
 2017 008   101    92    72.0     1.2    59.7    4.56    3.28      0.0     0.0    35.5    24.2    4.21    2.48     3.3    1.9    3.6   53.41   11.44
 2017 009   102    93    70.6     0.8    61.3    4.56    3.28      0.0     0.0    36.4    24.9    4.21    2.48     3.3    1.9    3.5   57.07   11.57
 2017 010   103    94    73.2     1.0    62.2    4.55    3.28      0.0     0.0    37.0    25.2    4.20    2.48     3.3    1.9    3.1   57.20   11.76
 2017 011   104    95    75.8     1.2    62.6    4.54    3.27      0.0     0.0    37.2    25.4    4.20    2.47     3.3    1.9    3.2   57.55   11.98
 2017 012   105    96    74.5     1.0    62.9    4.54    3.27      0.0     0.0    37.4    25.5    4.20    2.47     3.3    1.9    3.7   61.66   12.21
 2017 013   106    97    76.3     1.4    62.1    4.55    3.25      0.0     0.0    36.9    25.2    4.19    2.45     3.3    1.9    2.2   62.19   12.47
 2017 014   107    98    78.5     1.9    61.5    4.56    3.24      0.0     0.0    36.5    25.0    4.18    2.44     3.3    1.9    2.7   62.75   12.72
 2017 015   108    99    80.9     2.4    60.9    4.56    3.23      0.0     0.0    36.2    24.8    4.18    2.43     3.3    1.9    2.6   62.99   12.96
 2017 016   109   100    72.9     1.3    60.4    4.56    3.22      0.0     0.0    35.8    24.6    4.17    2.42     3.2    1.9    2.5   71.94   13.19
 2017 017   110   101    75.8     1.7    59.9    4.57    3.22      0.0     0.0    35.5    24.4    4.17    2.41     3.3    1.8    3.4   72.39   13.42
 2017 018   111   102    79.0     2.3    59.4    4.56    3.21      0.0     0.0    35.2    24.2    4.17    2.41     3.3    1.8    3.5   72.74   13.64
 2017 019   112   103    74.0     1.5    59.5    4.56    3.21      0.0     0.0    35.2    24.2    4.17    2.40     3.3    1.8    3.7   80.07   13.84
 2017 020   113   104    76.9     2.0    58.8    4.56    3.20      0.0     0.0    34.8    24.0    4.17    2.39     3.3    1.8    3.1   80.37   14.06
 2017 021   114   105    80.1     2.5    58.4    4.57    3.19      0.0     0.0    34.5    23.8    4.16    2.38     3.3    1.8    3.6   80.72   14.28
 2017 022   115   106    81.3     3.2    57.4    4.59    3.17      0.0     0.0    33.9    23.5    4.15    2.37     3.2    1.8    1.3   80.99   14.52
 2017 023   116   107    68.4     1.2    56.9    4.55    3.17      0.0     0.0    33.6    23.3    4.15    2.36     3.2    1.8    3.4   94.52   14.74
 2017 024   117   108    72.4     1.6    57.6    4.54    3.18      0.0     0.0    34.0    23.6    4.17    2.37     3.2    1.8    4.6   94.84   14.91
 2017 025   118   109    76.0     2.0    57.8    4.54    3.18      0.0     0.0    34.1    23.7    4.17    2.37     3.3    1.8    4.2   95.18   15.09
 2017 026   119   110    71.6     1.6    56.9    4.56    3.16      0.0     0.0    33.6    23.3    4.16    2.35     3.2    1.8    2.4  100.97   15.32
