*PLANT N OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2017 323    50    41    25.2     0.0    24.5    4.55    3.38      0.0     0.0    13.9    10.6    4.25    2.67     3.3    2.1    1.4    1.14    1.92
 2017 324    51    42    26.7     0.1    25.8    4.53    3.40      0.0     0.0    14.7    11.0    4.26    2.67     3.3    2.1    2.1    1.22    2.01
 2017 325    52    43    27.1     0.1    25.8    4.54    3.37      0.0     0.0    14.8    11.1    4.23    2.65     3.3    2.1    0.6    1.33    2.13
 2017 326    53    44    28.4     0.1    26.7    4.56    3.38      0.0     0.0    15.3    11.4    4.25    2.65     3.3    2.1    1.9    1.42    2.26
 2017 327    54    45    28.9     0.2    26.8    4.58    3.36      0.0     0.0    15.4    11.4    4.23    2.63     3.3    2.0    0.7    1.51    2.40
 2017 328    55    46    29.5     0.3    27.0    4.57    3.35      0.0     0.0    15.5    11.5    4.22    2.62     3.3    2.0    0.9    1.61    2.53
 2017 329    56    47    31.3     0.3    28.5    4.56    3.38      0.0     0.0    16.4    12.0    4.25    2.64     3.3    2.0    2.5    1.70    2.63
 2017 330    57    48    32.8     0.4    29.6    4.56    3.37      0.0     0.0    17.1    12.5    4.24    2.64     3.3    2.0    2.1    1.78    2.76
 2017 331    58    49    32.3     0.1    30.9    4.54    3.38      0.0     0.0    17.9    13.0    4.24    2.64     3.2    2.0    2.2    3.64    2.88
 2017 332    59    50    33.7     0.1    31.9    4.56    3.37      0.0     0.0    18.6    13.4    4.24    2.63     3.3    2.0    2.0    3.75    3.02
 2017 333    60    51    35.0     0.2    32.9    4.58    3.37      0.0     0.0    19.2    13.7    4.23    2.62     3.3    2.0    2.0    3.88    3.17
 2017 334    61    52    35.6     0.1    33.9    4.60    3.37      0.0     0.0    19.8    14.1    4.23    2.62     3.3    2.0    2.1    4.78    3.33
 2017 335    62    53    37.3     0.2    35.1    4.59    3.37      0.0     0.0    20.5    14.6    4.23    2.62     3.3    2.0    2.3    4.91    3.48
 2017 336    63    54    38.8     0.2    36.2    4.59    3.37      0.0     0.0    21.2    15.0    4.23    2.61     3.3    2.0    2.2    5.04    3.63
 2017 337    64    55    40.1     0.3    36.8    4.58    3.36      0.0     0.0    21.6    15.2    4.22    2.61     3.3    2.0    1.7    5.17    3.79
 2017 338    65    56    40.3     0.2    37.5    4.58    3.35      0.0     0.0    22.0    15.5    4.22    2.60     3.3    2.0    1.9    6.32    3.96
 2017 339    66    57    42.0     0.3    38.6    4.59    3.36      0.0     0.0    22.7    15.9    4.22    2.60     3.3    2.0    2.4    6.47    4.14
 2017 340    67    58    43.6     0.4    39.5    4.60    3.35      0.0     0.0    23.2    16.3    4.21    2.59     3.3    2.0    2.2    6.63    4.31
 2017 341    68    59    42.4     0.2    39.5    4.61    3.33      0.0     0.0    23.2    16.3    4.20    2.58     3.3    2.0    1.2    8.56    4.51
 2017 342    69    60    43.6     0.3    40.0    4.65    3.33      0.0     0.0    23.5    16.4    4.20    2.57     3.3    2.0    1.6    8.68    4.70
 2017 343    70    61    44.0     0.4    40.0    4.63    3.32      0.0     0.0    23.5    16.4    4.19    2.56     3.3    2.0    0.6    8.82    4.82
 2017 344    71    62    46.3     0.4    42.0    4.63    3.36      0.0     0.0    24.8    17.2    4.23    2.59     3.3    2.0    3.1    8.85    4.89
 2017 345    72    63    46.7     0.2    43.7    4.63    3.37      0.0     0.0    25.8    17.9    4.23    2.60     3.3    2.0    2.7   10.25    4.98
 2017 346    73    64    48.6     0.3    45.2    4.61    3.37      0.0     0.0    26.7    18.5    4.23    2.60     3.3    2.0    2.6   10.32    5.10
 2017 347    74    65    50.8     0.3    47.1    4.61    3.38      0.0     0.0    27.9    19.2    4.24    2.61     3.3    2.0    3.1   10.45    5.20
 2017 348    75    66    52.0     0.3    48.4    4.59    3.38      0.0     0.0    28.7    19.7    4.23    2.61     3.3    2.0    2.4   10.97    5.33
 2017 349    76    67    53.7     0.4    49.3    4.57    3.37      0.0     0.0    29.2    20.1    4.23    2.60     3.3    2.0    2.4   11.22    5.53
 2017 350    77    68    55.7     0.5    50.5    4.56    3.37      0.0     0.0    29.9    20.5    4.23    2.60     3.3    2.0    2.8   11.48    5.73
 2017 351    78    69    57.6     0.6    51.5    4.56    3.37      0.0     0.0    30.6    20.9    4.22    2.60     3.3    2.0    2.7   11.75    5.94
 2017 352    79    70    56.2     0.4    52.3    4.59    3.36      0.0     0.0    31.1    21.2    4.22    2.59     3.3    2.0    2.5   14.65    6.17
 2017 353    80    71    58.0     0.5    53.1    4.60    3.36      0.0     0.0    31.6    21.6    4.22    2.59     3.3    2.0    2.5   14.88    6.41
 2017 354    81    72    59.7     0.6    53.8    4.59    3.35      0.0     0.0    32.0    21.8    4.21    2.58     3.3    2.0    2.3   15.06    6.65
 2017 355    82    73    58.8     0.4    54.1    4.60    3.34      0.0     0.0    32.1    21.9    4.21    2.57     3.3    2.0    2.0   17.41    6.90
 2017 356    83    74    60.5     0.5    54.5    4.59    3.34      0.0     0.0    32.4    22.1    4.21    2.56     3.3    2.0    2.4   17.76    7.14
 2017 357    84    75    62.3     0.7    55.0    4.58    3.33      0.0     0.0    32.7    22.3    4.20    2.56     3.3    2.0    2.4   18.02    7.38
 2017 358    85    76    64.4     0.9    55.6    4.58    3.33      0.0     0.0    33.0    22.5    4.20    2.55     3.3    2.0    2.8   18.28    7.61
 2017 359    86    77    63.0     0.5    56.4    4.55    3.33      0.0     0.0    33.5    22.9    4.20    2.55     3.3    2.0    3.2   21.78    7.83
 2017 360    87    78    64.6     0.7    56.3    4.54    3.32      0.0     0.0    33.4    22.8    4.19    2.54     3.3    2.0    1.8   21.93    8.04
 2017 361    88    79    66.9     0.9    56.5    4.54    3.31      0.0     0.0    33.6    22.9    4.19    2.53     3.3    1.9    2.8   22.21    8.28
 2017 362    89    80    65.3     0.7    56.3    4.54    3.30      0.0     0.0    33.5    22.8    4.18    2.52     3.3    1.9    2.5   25.70    8.52
 2017 363    90    81    67.1     0.9    56.3    4.54    3.29      0.0     0.0    33.5    22.8    4.18    2.51     3.3    1.9    2.1   25.94    8.71
 2017 364    91    82    69.7     1.1    57.4    4.53    3.31      0.0     0.0    34.1    23.3    4.19    2.52     3.3    1.9    3.2   26.11    8.88
 2017 365    92    83    72.5     1.3    58.6    4.53    3.31      0.0     0.0    34.9    23.8    4.20    2.53     3.3    1.9    3.5   26.31    9.05
 2018 001    93    84    72.5     1.3    58.6    4.53    3.31      0.0     0.0    34.9    23.8    4.20    2.53     3.3    1.9    3.5   26.31    9.05

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:37

*RUN   6        : Radiance                  CRGRO048 UFWM1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFWM1401 SR 2014 WIMAUMA STRAWBERRY GROWTH AND YIELD ANALYSIS
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS   DAP    CNAD    GNAD    VNAD    GN%D    VN%D     NFXC    NUPC    LNAD    SNAD    LN%D    SN%D    SHND   RN%D   NFXD   SNN0C   SNN1C
 2014 282     9     0     4.4     0.0     4.4    0.00    3.57      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.02
 2014 283    10     1     4.4     0.0     4.4    0.00    3.56      0.0     0.0     2.2     2.2    4.40    3.01     0.0    2.3    0.0    0.00    0.03
 2014 284    11     2     4.5     0.0     4.5    0.00    3.53      0.0     0.0     2.1     2.4    4.39    2.99     0.0    2.3    0.3    0.01    0.05
 2014 285    12     3     4.6     0.0     4.6    0.00    3.48      0.0     0.0     2.1     2.5    4.38    2.97     0.0    2.3    0.3    0.02    0.07
 2014 286    13     4     4.8     0.0     4.8    0.00    3.44      0.0     0.0     2.1     2.7    4.37    2.95     0.0    2.2    0.3    0.03    0.08
 2014 287    14     5     4.8     0.0     4.8    0.00    3.41      0.0     0.0     2.1     2.7    4.36    2.93     0.0    2.2    0.1    0.04    0.11
 2014 288    15     6     5.0     0.0     5.0    0.00    3.38      0.0     0.0     2.1     2.9    4.34    2.92     0.0    2.2    0.3    0.05    0.12
 2014 289    16     7     5.1     0.0     5.1    0.00    3.34      0.0     0.0     2.0     3.1    4.33    2.90     0.0    2.2    0.3    0.07    0.15
 2014 290    17     8     5.3     0.0     5.3    0.00    3.31      0.0     0.0     2.0     3.3    4.32    2.89     0.0    2.2    0.3    0.08    0.17
 2014 291    18     9     5.5     0.0     5.5    0.00    3.28      0.0     0.0     2.1     3.4    4.31    2.87     0.0    2.2    0.3    0.09    0.19
 2014 292    19    10     5.7     0.0     5.7    0.00    3.25      0.0     0.0     2.1     3.6    4.30    2.86     0.0    2.2    0.3    0.10    0.21
 2014 293    20    11     5.9     0.0     5.9    0.00    3.25      0.0     0.0     2.2     3.7    4.29    2.84     0.0    2.2    0.3    0.11    0.24
 2014 294    21    12     6.1     0.0     6.1    0.00    3.24      0.0     0.0     2.3     3.7    4.28    2.82     0.0    2.1    0.2    0.12    0.27
 2014 295    22    13     6.4     0.0     6.4    0.00    3.25      0.0     0.0     2.5     3.9    4.29    2.81     0.0    2.1    0.4    0.13    0.30
 2014 296    23    14     6.7     0.0     6.7    0.00    3.25      0.0     0.0     2.7     4.0    4.29    2.79     0.0    2.1    0.5    0.14    0.33
 2014 297    24    15     7.1     0.0     7.1    0.00    3.25      0.0     0.0     2.9     4.2    4.29    2.78     0.0    2.1    0.5    0.16    0.36
 2014 298    25    16     7.5     0.0     7.5    0.00    3.25      0.0     0.0     3.2     4.3    4.29    2.77     0.0    2.1    0.6    0.17    0.39
 2014 299    26    17     8.0     0.0     8.0    0.00    3.27      0.0     0.0     3.5     4.5    4.29    2.76     0.0    2.1    0.7    0.19    0.41
 2014 300    27    18     8.5     0.0     8.5    0.00    3.27      0.0     0.0     3.7     4.7    4.29    2.75     0.0    2.1    0.7    0.21    0.45
 2014 301    28    19     8.9     0.0     8.9    0.00    3.27      0.0     0.0     4.0     4.9    4.28    2.74     0.0    2.1    0.7    0.22    0.48
 2014 302    29    20     9.3     0.0     9.3    0.00    3.27      0.0     0.0     4.3     5.1    4.27    2.73     0.0    2.1    0.6    0.25    0.52
 2014 303    30    21     9.7     0.0     9.7    0.00    3.27      0.0     0.0     4.6     5.2    4.27    2.72     0.0    2.1    0.6    0.27    0.56
 2014 304    31    22    10.3     0.0    10.3    0.00    3.29      0.0     0.0     4.9     5.4    4.27    2.71     0.0    2.1    0.9    0.29    0.61
 2014 305    32    23    11.0     0.0    11.0    0.00    3.30      0.0     0.0     5.4     5.6    4.28    2.71     0.0    2.1    1.0    0.31    0.64
 2014 306    33    24    11.8     0.0    11.8    0.00    3.32      0.0     0.0     5.9     5.9    4.29    2.72     0.0    2.1    1.1    0.33    0.67
 2014 307    34    25    12.5     0.0    12.5    0.00    3.33      0.0     0.0     6.3     6.2    4.29    2.71     0.0    2.1    1.1    0.35    0.70
 2014 308    35    26    13.1     0.0    13.1    0.00    3.33      0.0     0.0     6.7     6.4    4.27    2.70     0.0    2.1    0.9    0.38    0.75
 2014 309    36    27    13.8     0.0    13.8    0.00    3.33      0.0     0.0     7.2     6.6    4.27    2.69     0.0    2.1    1.0    0.42    0.82
 2014 310    37    28    14.3     0.0    14.3    0.00    3.33      0.0     0.0     7.5     6.8    4.26    2.69     0.0    2.1    0.9    0.46    0.88
 2014 311    38    29    15.2     0.0    15.2    0.00    3.34      0.0     0.0     8.1     7.1    4.27    2.68     3.4    2.1    1.2    0.49    0.94
 2014 312    39    30    15.8     0.0    15.8    0.00    3.34      0.0     0.0     8.5     7.3    4.26    2.68     3.4    2.1    1.0    0.53    1.00
 2014 313    40    31    16.1     0.0    16.1    0.00    3.32      0.0     0.0     8.7     7.4    4.24    2.66     3.3    2.1    0.5    0.58    1.06
 2014 314    41    32    17.2     0.0    17.1    0.00    3.35      0.0     0.0     9.3     7.8    4.26    2.67     3.3    2.1    1.5    0.63    1.13
 2014 315    42    33    18.2     0.0    18.1    0.00    3.35      0.0     0.0     9.9     8.1    4.26    2.66     3.3    2.1    1.5    0.68    1.20
 2014 316    43    34    19.3     0.0    19.1    0.00    3.36      0.0     0.0    10.6     8.5    4.26    2.66     3.3    2.1    1.6    0.72    1.28
 2014 317    44    35    20.4     0.0    20.2    0.00    3.37      0.0     0.0    11.3     8.9    4.26    2.67     3.3    2.1    1.6    0.77    1.35
 2014 318    45    36    21.0     0.0    20.7    4.51    3.36      0.0     0.0    11.6     9.1    4.25    2.66     3.3    2.1    0.9    0.83    1.42
 2014 319    46    37    22.2     0.0    21.8    4.51    3.38      0.0     0.0    12.3     9.5    4.26    2.66     3.3    2.1    1.8    0.88    1.50
 2014 320    47    38    23.3     0.0    22.7    4.53    3.37      0.0     0.0    12.9     9.8    4.25    2.65     3.3    2.1    1.5    0.95    1.59
 2014 321    48    39    23.7     0.1    22.9    4.56    3.35      0.0     0.0    13.0     9.9    4.23    2.64     3.3    2.0    0.7    1.03    1.70
 2014 322    49    40    24.1     0.1    23.1    4.55    3.35      0.0     0.0    13.1    10.0    4.23    2.63     3.3    2.0    0.5    1.08    1.76
 2014 323    50    41    25.3     0.1    24.2    4.56    3.38      0.0     0.0    13.8    10.4    4.25    2.65     3.3    2.1    1.7    1.10    1.81
 2014 324    51    42    26.4     0.1    25.3    4.56    3.38      0.0     0.0    14.5    10.8    4.25    2.65     3.3    2.1    1.7    1.14    1.88
 2014 325    52    43    27.5     0.2    26.1    4.55    3.37      0.0     0.0    15.0    11.1    4.24    2.64     3.3    2.1    1.4    1.22    1.98
 2014 326    53    44    28.0     0.2    26.2    4.55    3.35      0.0     0.0    15.1    11.1    4.22    2.62     3.3    2.0    0.7    1.31    2.10
 2014 327    54    45    28.9     0.3    26.9    4.58    3.36      0.0     0.0    15.5    11.4    4.22    2.62     3.3    2.0    1.4    1.40    2.23
 2014 328    55    46    28.2     0.1    27.5    4.66    3.35      0.0     0.0    15.9    11.6    4.22    2.61     3.3    2.0    1.3    2.84    2.36
 2014 329    56    47    28.4     0.1    27.4    4.66    3.33      0.0     0.0    15.9    11.5    4.19    2.59     3.3    2.0    0.3    2.94    2.50
 2014 330    57    48    29.1     0.1    28.0    4.63    3.34      0.0     0.0    16.2    11.7    4.21    2.60     3.3    2.0    1.0    3.01    2.59
 2014 331    58    49    30.7     0.2    29.5    4.62    3.36      0.0     0.0    17.2    12.3    4.23    2.61     3.3    2.0    2.3    3.07    2.67
 2014 332    59    50    32.3     0.2    31.0    4.62    3.37      0.0     0.0    18.1    12.9    4.23    2.62     3.3    2.0    2.3    3.10    2.74
 2014 333    60    51    33.9     0.2    32.4    4.61    3.38      0.0     0.0    19.0    13.4    4.23    2.62     3.3    2.0    2.2    3.18    2.84
 2014 334    61    52    35.2     0.2    33.5    4.59    3.37      0.0     0.0    19.7    13.8    4.22    2.62     3.3    2.0    2.0    3.29    2.97
 2014 335    62    53    35.3     0.1    34.4    4.56    3.37      0.0     0.0    20.3    14.2    4.22    2.61     3.2    2.0    1.7    4.32    3.11
 2014 336    63    54    36.1     0.1    35.0    4.55    3.35      0.0     0.0    20.6    14.4    4.20    2.60     3.3    2.0    1.3    4.45    3.27
 2014 337    64    55    37.2     0.2    35.8    4.56    3.35      0.0     0.0    21.1    14.7    4.20    2.59     3.3    2.0    1.6    4.60    3.43
 2014 338    65    56    38.0     0.1    36.8    4.56    3.35      0.0     0.0    21.8    15.1    4.20    2.59     3.3    2.0    2.0    5.24    3.59
 2014 339    66    57    39.2     0.2    37.6    4.56    3.34      0.0     0.0    22.3    15.4    4.20    2.58     3.3    2.0    1.8    5.38    3.76
 2014 340    67    58    40.5     0.2    38.5    4.58    3.34      0.0     0.0    22.8    15.7    4.19    2.58     3.3    2.0    1.9    5.52    3.93
 2014 341    68    59    41.2     0.3    38.7    4.56    3.33      0.0     0.0    22.9    15.8    4.18    2.57     3.3    2.0    1.0    5.65    4.09
 2014 342    69    60    40.1     0.2    38.5    4.54    3.31      0.0     0.0    22.9    15.7    4.17    2.55     3.3    2.0    0.4    6.90    4.22
 2014 343    70    61    42.2     0.2    40.3    4.54    3.35      0.0     0.0    23.9    16.3    4.21    2.58     3.3    2.0    2.8    7.00    4.34
 2014 344    71    62    44.1     0.2    41.9    4.54    3.36      0.0     0.0    24.9    17.0    4.22    2.59     3.3    2.0    2.6    7.06    4.43
 2014 345    72    63    45.3     0.2    43.6    4.55    3.37      0.0     0.0    26.0    17.6    4.22    2.59     3.3    2.0    2.6    7.68    4.53
 2014 346    73    64    46.3     0.2    44.4    4.55    3.37      0.0     0.0    26.5    17.9    4.22    2.60     3.3    2.0    1.4    7.76    4.62
 2014 347    74    65    48.3     0.2    46.1    4.55    3.38      0.0     0.0    27.5    18.6    4.23    2.60     3.3    2.0    2.7    7.83    4.73
 2014 348    75    66    50.2     0.3    47.7    4.55    3.38      0.0     0.0    28.5    19.2    4.23    2.61     3.3    2.0    2.7    7.95    4.85
 2014 349    76    67    51.5     0.2    49.3    4.55    3.39      0.0     0.0    29.5    19.8    4.23    2.61     3.3    2.0    2.6    8.55    4.97
 2014 350    77    68    53.3     0.3    50.7    4.55    3.39      0.0     0.0    30.4    20.3    4.23    2.61     3.3    2.0    2.6    8.69    5.12
 2014 351    78    69    54.9     0.4    51.8    4.54    3.38      0.0     0.0    31.1    20.7    4.23    2.61     3.3    2.0    2.2    8.85    5.29
 2014 352    79    70    56.1     0.3    53.5    4.54    3.39      0.0     0.0    32.1    21.4    4.23    2.61     3.3    2.0    2.8    9.66    5.43
 2014 353    80    71    57.9     0.4    54.8    4.53    3.39      0.0     0.0    33.0    21.9    4.23    2.61     3.3    2.0    2.6    9.81    5.60
 2014 354    81    72    59.7     0.5    55.9    4.53    3.38      0.0     0.0    33.6    22.3    4.22    2.61     3.3    2.0    2.4   10.01    5.81
 2014 355    82    73    58.6     0.3    55.9    4.54    3.37      0.0     0.0    33.6    22.3    4.21    2.59     3.3    2.0    1.3   11.89    6.04
 2014 356    83    74    59.5     0.4    56.0    4.56    3.36      0.0     0.0    33.6    22.3    4.20    2.58     3.3    2.0    1.3   12.11    6.30
 2014 357    84    75    60.6     0.6    56.1    4.58    3.35      0.0     0.0    33.8    22.4    4.20    2.57     3.3    2.0    1.5   12.32    6.56
 2014 358    85    76    58.9     0.3    55.8    4.59    3.33      0.0     0.0    33.5    22.2    4.18    2.55     3.3    2.0    0.9   14.59    6.81
 2014 359    86    77    60.2     0.4    56.4    4.57    3.34      0.0     0.0    33.9    22.5    4.19    2.56     3.3    2.0    1.9   14.78    6.99
 2014 360    87    78    61.4     0.5    56.8    4.56    3.33      0.0     0.0    34.1    22.6    4.19    2.55     3.3    2.0    1.6   14.92    7.18
 2014 361    88    79    62.9     0.7    56.9    4.56    3.32      0.0     0.0    34.2    22.7    4.18    2.54     3.3    1.9    1.9   15.16    7.42
 2014 362    89    80    64.7     0.9    57.4    4.56    3.32      0.0     0.0    34.5    22.9    4.18    2.54     3.3    1.9    2.4   15.42    7.66
 2014 363    90    81    63.0     0.6    57.7    4.56    3.32      0.0     0.0    34.7    23.0    4.18    2.53     3.3    1.9    2.2   18.51    7.89
 2014 364    91    82    63.0     0.8    56.7    4.55    3.29      0.0     0.0    34.1    22.6    4.15    2.50     3.3    1.9    0.0   18.72    8.12
 2014 365    92    83    63.5     1.0    56.3    4.54    3.28      0.0     0.0    33.8    22.5    4.15    2.49     3.2    1.9    0.7   18.91    8.33
 2015 001    93    84    65.1     1.3    56.2    4.54    3.28      0.0     0.0    33.7    22.4    4.16    2.49     3.3    1.9    1.9   19.12    8.54
 2015 002    94    85    60.6     0.6    55.9    4.56    3.27      0.0     0.0    33.6    22.3    4.15    2.48     3.3    1.9    2.0   24.52    8.78
 2015 003    95    86    62.5     0.9    56.0    4.60    3.26      0.0     0.0    33.6    22.4    4.15    2.47     3.3    1.9    2.3   24.73    9.02
 2015 004    96    87    64.7     1.2    56.2    4.61    3.26      0.0     0.0    33.8    22.5    4.15    2.47     3.3    1.9    2.6   24.94    9.26
 2015 005    97    88    62.5     0.8    56.3    4.58    3.25      0.0     0.0    33.8    22.5    4.15    2.46     3.3    1.9    2.2   28.44    9.46
 2015 006    98    89    64.7     1.0    57.0    4.56    3.26      0.0     0.0    34.2    22.8    4.15    2.46     3.3    1.9    2.8   28.66    9.67
 2015 007    99    90    67.4     1.2    58.8    4.56    3.27      0.0     0.0    35.4    23.5    4.17    2.47     3.3    1.9    3.6   28.77    9.82
 2015 008   100    91    66.7     0.7    60.8    4.57    3.29      0.0     0.0    36.6    24.2    4.18    2.49     3.3    1.9    3.3   31.57    9.93
 2015 009   101    92    68.5     0.8    62.0    4.56    3.29      0.0     0.0    37.3    24.7    4.18    2.49     3.3    1.9    2.4   31.65   10.06
 2015 010   102    93    70.8     0.9    63.7    4.56    3.30      0.0     0.0    38.3    25.4    4.19    2.50     3.3    1.9    3.2   31.82   10.20
 2015 011   103    94    72.7     1.2    64.0    4.55    3.29      0.0     0.0    38.5    25.5    4.18    2.49     3.3    1.9    2.3   32.06   10.42
 2015 012   104    95    67.7     0.6    62.9    4.56    3.26      0.0     0.0    37.9    25.1    4.16    2.46     3.3    1.9    0.6   36.95   10.69
 2015 013   105    96    69.8     0.8    63.6    4.56    3.28      0.0     0.0    38.3    25.3    4.18    2.47     3.3    1.9    2.8   37.23   10.93
 2015 014   106    97    70.5     1.0    62.7    4.55    3.25      0.0     0.0    37.7    25.0    4.16    2.45     3.3    1.9    0.8   37.53   11.14
 2015 015   107    98    67.4     0.6    62.2    4.54    3.25      0.0     0.0    37.4    24.8    4.16    2.44     3.3    1.9    0.7   40.85   11.31
 2015 016   108    99    70.3     0.8    64.0    4.53    3.27      0.0     0.0    38.5    25.5    4.18    2.46     3.3    1.9    3.8   40.99   11.48
 2015 017   109   100    73.0     0.9    65.6    4.53    3.28      0.0     0.0    39.5    26.1    4.19    2.47     3.3    1.9    3.5   41.15   11.66
 2015 018   110   101    75.4     1.2    66.3    4.53    3.27      0.0     0.0    39.9    26.4    4.19    2.46     3.3    1.9    3.0   41.35   11.86
 2015 019   111   102    74.2     0.7    68.2    4.52    3.29      0.0     0.0    41.1    27.2    4.21    2.48     3.3    1.9    4.0   45.12   12.04
 2015 020   112   103    75.5     0.9    68.3    4.52    3.28      0.0     0.0    41.1    27.2    4.20    2.47     3.3    1.9    1.6   45.28   12.24
 2015 021   113   104    78.2     1.1    69.2    4.52    3.29      0.0     0.0    41.7    27.6    4.21    2.47     3.3    1.9    3.4   45.51   12.46
 2015 022   114   105    75.9     0.7    69.4    4.53    3.28      0.0     0.0    41.7    27.6    4.21    2.47     3.3    1.9    3.1   49.93   12.71
 2015 023   115   106    77.8     1.0    68.8    4.54    3.27      0.0     0.0    41.4    27.4    4.19    2.45     3.3    1.9    2.1   50.24   12.98
 2015 024   116   107    80.1     1.3    69.5    4.54    3.28      0.0     0.0    41.8    27.7    4.20    2.46     3.3    1.9    3.1   50.46   13.18
 2015 025   117   108    83.4     1.5    71.6    4.54    3.30      0.0     0.0    43.1    28.5    4.22    2.47     3.3    1.9    4.2   50.61   13.32
 2015 026   118   109    80.8     0.9    72.7    4.53    3.30      0.0     0.0    43.7    28.9    4.22    2.47     3.3    1.9    3.7   55.57   13.51
 2015 027   119   110    84.1     1.0    74.9    4.54    3.31      0.0     0.0    45.1    29.8    4.24    2.49     3.3    1.9    4.2   55.68   13.66
 2015 028   120   111    87.3     1.2    77.1    4.54    3.32      0.0     0.0    46.5    30.7    4.25    2.50     3.3    1.9    4.3   55.90   13.82
 2015 029   121   112    88.2     1.0    78.8    4.54    3.33      0.0     0.0    47.5    31.3    4.25    2.50     3.3    1.9    4.0   57.99   14.00
 2015 030   122   113    91.1     1.2    80.4    4.54    3.33      0.0     0.0    48.4    31.9    4.26    2.51     3.3    2.0    3.8   58.33   14.19
 2015 031   123   114    94.2     1.5    81.8    4.53    3.34      0.0     0.0    49.3    32.5    4.26    2.51     3.3    2.0    4.0   58.63   14.41
 2015 032   124   115    97.5     1.9    82.7    4.53    3.34      0.0     0.0    49.9    32.8    4.26    2.51     3.3    2.0    4.1   59.00   14.65
 2015 033   125   116    91.6     1.0    82.2    4.52    3.33      0.0     0.0    49.5    32.7    4.26    2.50     3.3    1.9    2.4   66.12   14.91
 2015 034   126   117    94.6     1.2    84.0    4.53    3.34      0.0     0.0    50.7    33.4    4.27    2.51     3.3    2.0    4.4   66.43   15.08
 2015 035   127   118    97.1     1.6    83.7    4.52    3.33      0.0     0.0    50.4    33.3    4.26    2.50     3.3    1.9    3.0   66.88   15.35
 2015 036   128   119    92.4     1.2    82.6    4.52    3.31      0.0     0.0    49.7    32.8    4.24    2.48     3.3    1.9    1.0   71.93   15.60
 2015 037   129   120    95.7     1.4    84.2    4.52    3.32      0.0     0.0    50.7    33.5    4.25    2.49     3.3    1.9    5.3   72.17   15.81
 2015 038   130   121    99.2     1.8    85.5    4.52    3.32      0.0     0.0    51.5    34.0    4.25    2.49     3.3    1.9    4.4   72.42   16.04
 2015 039   131   122   102.5     2.2    86.1    4.51    3.31      0.0     0.0    51.9    34.2    4.25    2.49     3.3    1.9    4.3   72.74   16.28
 2015 040   132   123    95.6     1.5    84.8    4.51    3.29      0.0     0.0    51.1    33.8    4.23    2.46     3.3    1.9    0.6   79.37   16.55
 2015 041   133   124    98.7     1.8    85.9    4.52    3.29      0.0     0.0    51.7    34.2    4.23    2.46     3.3    1.9    5.8   79.54   16.76
 2015 042   134   125   102.4     2.2    87.3    4.52    3.29      0.0     0.0    52.6    34.7    4.23    2.46     3.3    1.9    4.8   79.78   16.97
 2015 043   135   126    98.9     1.4    88.7    4.52    3.29      0.0     0.0    53.4    35.3    4.23    2.46     3.3    1.9    4.8   85.86   17.15
 2015 044   136   127   102.3     1.6    91.0    4.53    3.29      0.0     0.0    54.8    36.2    4.23    2.47     3.3    1.9    4.9   85.95   17.29
 2015 045   137   128   105.6     1.8    93.0    4.54    3.30      0.0     0.0    56.0    36.9    4.22    2.47     3.3    1.9    4.5   86.20   17.44
 2015 046   138   129   109.1     2.2    94.0    4.54    3.29      0.0     0.0    56.6    37.4    4.22    2.47     3.3    1.9    4.5   86.56   17.68
 2015 047   139   130   105.9     1.6    93.8    4.53    3.28      0.0     0.0    56.5    37.3    4.21    2.46     3.3    1.9    4.0   92.32   17.95
 2015 048   140   131   108.6     2.2    92.6    4.53    3.27      0.0     0.0    55.8    36.9    4.20    2.45     3.3    1.9    3.0   92.73   18.26
 2015 049   141   132   112.0     2.5    94.4    4.53    3.27      0.0     0.0    56.8    37.5    4.20    2.45     3.3    1.9    5.6   93.05   18.45
 2015 050   142   133   110.0     1.6    97.0    4.53    3.28      0.0     0.0    58.5    38.6    4.20    2.46     3.3    1.9    4.6   97.34   18.54
 2015 051   143   134   112.8     1.8    98.9    4.54    3.28      0.0     0.0    59.6    39.3    4.20    2.46     3.3    1.9    3.7   97.41   18.65
 2015 052   144   135   116.0     2.1   100.0    4.54    3.28      0.0     0.0    60.3    39.7    4.20    2.46     3.3    1.9    4.2   97.89   18.88
 2015 053   145   136   118.9     2.7    98.8    4.54    3.26      0.0     0.0    59.5    39.3    4.18    2.44     3.3    1.9    3.5   98.68   19.21
