*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
!                                                                                                                                                                                                                                                           Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                           0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD   RLAD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2017 356    83    74   27.3      5  1.285    757    844      7    919   1601   1622    660     1.1  0.005     20      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  35.79   0.01      0     20  169.7   0.22   0.42    0.0   1.80     95    2.24    2.13    1.28    0.92    0.67    0.39    0.18    0.07    0.02      314     332
 2017 357    84    75   27.6      5  1.303    767    856     10    930   1623   1669    803     1.2  0.006     46      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  21.52   0.03      0     46  169.8   0.22   0.43    0.0   1.80     96    2.26    2.15    1.29    0.93    0.67    0.40    0.18    0.07    0.02      326     343
 2017 358    85    76   27.9      5  1.322    779    870     13    942   1649   1724    985     1.3  0.008     75      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  17.38   0.04      0     75  169.6   0.22   0.43    0.0   1.80     98    2.28    2.18    1.31    0.94    0.68    0.40    0.19    0.08    0.02      339     355
 2017 359    86    77   28.1      5  1.343    794    887      7    958   1682   1682   1166     0.6  0.004      0      6  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19   0.00   0.00      0      0  169.1   0.22   0.43    0.0   1.80     99    2.31    2.21    1.33    0.96    0.69    0.41    0.19    0.08    0.02      351     366
 2017 360    87    78   28.3      5  1.353    800    895     10    964   1695   1724    881     1.1  0.006     28      6  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  35.12   0.02      0     28  169.1   0.22   0.43    0.0   1.80    100    2.32    2.22    1.33    0.96    0.70    0.41    0.19    0.08    0.02      360     377
 2017 361    88    79   28.6      5  1.370    811    907     13    974   1718   1780   1074     1.2  0.007     62      6  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  21.48   0.03      0     62  168.9   0.22   0.44    0.0   1.80    101    2.34    2.24    1.35    0.97    0.71    0.42    0.20    0.08    0.02      374     389
 2017 362    89    80   28.8      5  1.380    816    915     10    979   1731   1731   1299     0.8  0.006      0      8  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19   0.00   0.00      0      0  169.1   0.22   0.44    0.0   1.80    102    2.34    2.25    1.35    0.98    0.71    0.42    0.20    0.08    0.03      388     402
 2017 363    90    81   29.0      5  1.388    823    924     13    986   1747   1777   1260     1.1  0.007     31      7  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  43.25   0.02      0     31  168.7   0.22   0.44    0.0   1.80    102    2.36    2.26    1.36    0.99    0.72    0.42    0.20    0.08    0.03      399     412
 2017 364    91    82   29.2      5  1.410    840    942     16   1003   1782   1837   1472     1.1  0.009     55      8  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  28.82   0.03      0     55  167.9   0.22   0.44    0.0   1.80    104    2.39    2.29    1.38    1.00    0.73    0.43    0.21    0.09    0.03      408     421
 2017 365    92    83   29.3      5  1.434    860    962     19   1023   1822   1905   1689     1.1  0.010     83      9  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  23.03   0.04      0     83  166.8   0.22   0.45    0.0   1.80    106    2.43    2.33    1.41    1.02    0.74    0.44    0.21    0.09    0.03      416     430
 2018 001    93    84   29.5      5  1.434    860    962     19   1023   1822   1905   1689     1.1  0.010     83      9  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  23.03   0.04      0     83  166.8   0.22   0.45    0.0   1.80    106    2.43    2.33    1.41    1.02    0.74    0.44    0.21    0.09    0.03      416     430

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:23

*RUN   5        : Brilliance                CRGRO048 UFBA1701    2
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1701 SR 2017 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  2   : Brilliance                CRGRO048
  
!                                                                                                                                                                                                                                                           Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                           0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD   RLAD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2017 282     9     0    4.6      0  0.065     49     74      0     52    123    123      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.40   0.00   0.00      0      0  132.2   0.01   0.02    0.0   0.13      5    0.52    0.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2017 283    10     1    4.9      0  0.065     49     74      0     52    123    123      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.40   0.00   0.00      0      0  132.3   0.07   0.11    0.0   0.15      5    0.52    0.26    0.00    0.00    0.00    0.00    0.00    0.00    0.00        0       1
 2017 284    11     2    5.2      0  0.065     49     78      0     55    127    127      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.39   0.00   0.00      0      0  132.6   0.07   0.11    0.0   0.17      6    0.53    0.28    0.00    0.00    0.00    0.00    0.00    0.00    0.00        1       2
 2017 285    12     3    5.6      0  0.065     49     84      0     59    133    133      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.38   0.00   0.00      0      0  133.0   0.08   0.12    0.0   0.20      6    0.56    0.31    0.01    0.00    0.00    0.00    0.00    0.00    0.00        1       3
 2017 286    13     4    5.9      0  0.065     49     89      0     63    138    138      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.37   0.00   0.00      0      0  133.3   0.08   0.12    0.0   0.22      6    0.57    0.33    0.02    0.00    0.00    0.00    0.00    0.00    0.00        2       3
 2017 287    14     5    6.2      0  0.065     48     94      0     67    142    142      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.37   0.00   0.00      0      0  133.6   0.08   0.13    0.0   0.25      7    0.59    0.35    0.02    0.00    0.00    0.00    0.00    0.00    0.00        2       4
 2017 288    15     6    6.6      0  0.064     48     99      0     72    147    147      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.36   0.00   0.00      0      0  134.0   0.09   0.14    0.0   0.27      7    0.61    0.36    0.04    0.00    0.00    0.00    0.00    0.00    0.00        3       5
 2017 289    16     7    6.9      0  0.064     48    105      0     76    153    153      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.35   0.00   0.00      0      0  134.2   0.09   0.14    0.0   0.29      8    0.62    0.38    0.05    0.00    0.00    0.00    0.00    0.00    0.00        4       6
 2017 290    17     8    7.3      0  0.064     47    108      0     78    156    156      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.34   0.00   0.00      0      0  134.8   0.10   0.15    0.0   0.32      8    0.63    0.39    0.06    0.00    0.00    0.00    0.00    0.00    0.00        4       7
 2017 291    18     9    7.6      0  0.065     48    113      0     82    161    161      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.33   0.00   0.00      0      0  135.8   0.10   0.16    0.0   0.34      8    0.64    0.41    0.07    0.00    0.00    0.00    0.00    0.00    0.00        5       8
 2017 292    19    10    8.0      0  0.066     48    119      0     87    167    167      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.32   0.00   0.00      0      0  136.8   0.11   0.16    0.0   0.37      9    0.65    0.42    0.08    0.01    0.00    0.00    0.00    0.00    0.00        5       9
 2017 293    20    11    8.3      0  0.072     52    123      0     90    174    174      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.32   0.00   0.00      0      0  139.9   0.11   0.17    0.0   0.39      9    0.66    0.43    0.09    0.01    0.00    0.00    0.00    0.00    0.00        6      10
 2017 294    21    12    8.7      0  0.078     55    127      0     93    182    182      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.32   0.00   0.00      0      0  143.1   0.11   0.18    0.0   0.42      9    0.66    0.44    0.10    0.02    0.00    0.00    0.00    0.00    0.00        7      11
 2017 295    22    13    9.0      0  0.084     58    131      0     96    188    188      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.31   0.00   0.00      0      0  145.5   0.12   0.18    0.0   0.44     10    0.67    0.45    0.11    0.02    0.00    0.00    0.00    0.00    0.00        7      13
 2017 296    23    14    9.3      0  0.090     61    134      0     98    195    195      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.31   0.00   0.00      0      0  148.0   0.12   0.19    0.0   0.47     10    0.67    0.45    0.11    0.03    0.00    0.00    0.00    0.00    0.00        8      14
 2017 297    24    15    9.7      0  0.097     64    138      0    102    203    203      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.30   0.00   0.00      0      0  151.4   0.12   0.19    0.0   0.49     10    0.68    0.46    0.12    0.04    0.00    0.00    0.00    0.00    0.00        9      15
 2017 298    25    16   10.0      0  0.106     71    146      0    109    216    216      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.31   0.00   0.00      0      0  150.2   0.13   0.20    0.0   0.51     11    0.69    0.48    0.14    0.05    0.00    0.00    0.00    0.00    0.00       10      16
 2017 299    26    17   10.3      0  0.115     77    154      0    117    231    231      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.31   0.00   0.00      0      0  149.0   0.13   0.20    0.0   0.53     12    0.71    0.50    0.15    0.06    0.01    0.00    0.00    0.00    0.00       11      17
 2017 300    27    18   10.6      0  0.126     84    162      0    124    246    246      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.31   0.00   0.00      0      0  148.8   0.13   0.21    0.0   0.55     13    0.73    0.52    0.17    0.07    0.02    0.00    0.00    0.00    0.00       12      19
 2017 301    28    19   10.9      0  0.132     87    165      0    127    252    252      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.28   0.00   0.00      0      0  151.7   0.13   0.21    0.0   0.58     13    0.73    0.53    0.17    0.08    0.02    0.00    0.00    0.00    0.00       13      20
 2017 302    29    20   11.2      0  0.143     95    173      0    136    268    268      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.32   0.00   0.00      0      0  150.0   0.14   0.22    0.0   0.60     14    0.76    0.55    0.19    0.09    0.03    0.00    0.00    0.00    0.00       14      22
 2017 303    30    21   11.4      0  0.154    104    182      0    147    286    286      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.32   0.00   0.00      0      0  148.2   0.14   0.22    0.0   0.61     15    0.78    0.58    0.21    0.10    0.04    0.00    0.00    0.00    0.00       15      23
 2017 304    31    22   11.7      0  0.167    114    191      0    158    305    305      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.32   0.00   0.00      0      0  147.2   0.14   0.22    0.0   0.63     16    0.81    0.61    0.23    0.12    0.05    0.00    0.00    0.00    0.00       16      24
 2017 305    32    23   12.0      0  0.181    122    199      0    169    321    321      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.30   0.00   0.00      0      0  148.0   0.14   0.22    0.0   0.66     17    0.83    0.63    0.24    0.13    0.06    0.00    0.00    0.00    0.00       18      26
 2017 306    33    24   12.3      0  0.196    132    207      0    180    339    339      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.30   0.00   0.00      0      0  148.7   0.14   0.23    0.0   0.68     18    0.86    0.66    0.26    0.15    0.08    0.00    0.00    0.00    0.00       19      28
 2017 307    34    25   12.7      0  0.211    140    215      0    190    354    354      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.29   0.00   0.00      0      0  151.3   0.15   0.23    0.0   0.70     19    0.88    0.69    0.28    0.16    0.09    0.01    0.00    0.00    0.00       21      31
 2017 308    35    26   13.0      1  0.229    149    224      0    203    373    373      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.29   0.00   0.00      0      0  153.2   0.15   0.24    0.0   0.73     21    0.91    0.72    0.30    0.18    0.10    0.01    0.00    0.00    0.00       23      33
 2017 309    36    27   13.4      1  0.247    160    233      0    217    393    393      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.29   0.00   0.00      0      0  154.4   0.15   0.25    0.0   0.75     22    0.94    0.75    0.33    0.19    0.11    0.02    0.00    0.00    0.00       26      36
 2017 310    37    28   13.7      1  0.264    168    241      0    226    409    409      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.28   0.00   0.00      0      0  157.3   0.15   0.25    0.0   0.78     23    0.96    0.77    0.34    0.21    0.12    0.02    0.00    0.00    0.00       28      39
 2017 311    38    29   14.1      1  0.285    179    252      0    241    431    431      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.28   0.00   0.00      0      0  159.1   0.16   0.26    0.0   0.81     25    0.99    0.80    0.37    0.22    0.14    0.03    0.00    0.00    0.00       30      42
 2017 312    39    30   14.4      1  0.307    191    263      0    257    454    454      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.28   0.00   0.00      0      0  160.6   0.16   0.26    0.0   0.83     26    1.02    0.84    0.39    0.24    0.15    0.03    0.00    0.00    0.00       33      45
 2017 313    40    31   14.8      2  0.329    203    274      0    272    477    477      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.28   0.00   0.00      0      0  162.0   0.16   0.27    0.0   0.85     28    1.05    0.87    0.41    0.26    0.16    0.04    0.00    0.00    0.00       35      48
 2017 314    41    32   15.2      2  0.341    207    278      0    276    485    485      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25   0.00   0.00      0      0  164.8   0.16   0.28    0.0   0.88     28    1.06    0.88    0.42    0.27    0.17    0.04    0.00    0.00    0.00       39      52
 2017 315    42    33   15.5      2  0.362    219    290      0    292    509    509      0     0.0  0.000      0      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.28   0.00   0.00      0      0  165.5   0.17   0.28    0.0   0.90     30    1.09    0.91    0.44    0.28    0.18    0.05    0.00    0.00    0.00       42      55
 2017 316    43    34   15.9      2  0.378    224    295      0    298    519    520      0     0.0  0.000      1      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26   0.00   0.00      0      1  168.6   0.17   0.29    0.0   0.93     30    1.09    0.93    0.45    0.29    0.19    0.06    0.00    0.00    0.00       45      60
 2017 317    44    35   16.3      2  0.403    236    307      0    313    543    545      0     0.0  0.000      2      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.28   0.00   0.00      0      2  170.4   0.17   0.30    0.0   0.96     32    1.12    0.96    0.47    0.31    0.20    0.07    0.00    0.00    0.00       48      64
 2017 318    45    36   16.6      5  0.430    251    320      0    330    571    574      0     0.0  0.000      3      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.27   0.00   0.01      0      3  171.7   0.18   0.30    0.0   0.98     34    1.16    0.99    0.50    0.33    0.21    0.08    0.00    0.00    0.00       51      68
 2017 319    46    37   16.9      5  0.456    267    337      0    352    604    609      0     0.0  0.000      5      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.27   0.00   0.01      0      5  170.7   0.18   0.31    0.0   1.01     36    1.20    1.04    0.53    0.35    0.23    0.09    0.01    0.00    0.00       55      72
 2017 320    47    38   17.3      5  0.482    282    351      0    371    633    642     25     0.0  0.000      9      1  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26   0.00   0.01      0      9  171.0   0.18   0.31    0.0   1.03     38    1.24    1.08    0.56    0.37    0.25    0.10    0.01    0.00    0.00       60      77
 2017 321    48    39   17.6      5  0.508    299    368      0    392    667    678     73     0.1  0.000     12      0  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.27   0.76   0.02      0     12  169.8   0.18   0.32    0.0   1.06     40    1.28    1.12    0.59    0.40    0.27    0.11    0.01    0.00    0.00       65      81
 2017 322    49    40   17.9      5  0.533    315    384      0    413    699    715    104     0.3  0.000     16      1  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26   2.12   0.02      0     16  168.8   0.18   0.32    0.0   1.08     42    1.33    1.17    0.62    0.42    0.28    0.12    0.02    0.00    0.00       69      86
 2017 323    50    41   18.2      5  0.553    328    396      1    428    723    746    154     0.5  0.001     22      1  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25   3.27   0.03      0     22  168.9   0.19   0.33    0.0   1.10     44    1.36    1.20    0.64    0.43    0.30    0.13    0.02    0.00    0.00       74      91
 2017 324    51    42   18.5      5  0.579    346    413      1    451    759    787    224     0.5  0.001     28      1  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.26   4.08   0.04      0     28  167.5   0.19   0.33    0.0   1.12     46    1.40    1.25    0.67    0.46    0.31    0.14    0.02    0.00    0.00       78      95
 2017 325    52    43   18.8      5  0.589    349    417      2    454    766    804    286     0.7  0.003     38      2  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23   5.29   0.05      0     38  168.8   0.19   0.34    0.0   1.15     47    1.40    1.25    0.68    0.46    0.32    0.15    0.03    0.00    0.00       85     101
 2017 326    53    44   19.1      5  0.612    361    429      3    469    790    841    301     1.1  0.004     50      2  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25   6.33   0.06      0     50  169.7   0.19   0.34    0.0   1.17     48    1.43    1.28    0.69    0.48    0.33    0.16    0.03    0.00    0.00       90     107
 2017 327    54    45   19.5      5  0.624    364    433      4    471    797    860    322     1.4  0.005     63      2  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23   7.09   0.07      0     63  171.7   0.19   0.35    0.0   1.20     48    1.43    1.28    0.70    0.48    0.33    0.16    0.03    0.00    0.00       97     114
 2017 328    55    46   19.8      5  0.636    367    438      6    475    805    881    340     1.7  0.007     76      2  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22   7.67   0.09      0     76  173.1   0.20   0.35    0.0   1.23     49    1.44    1.29    0.71    0.49    0.33    0.16    0.04    0.00    0.00      103     121
 2017 329    56    47   20.0      5  0.663    386    456      7    498    843    927    391     1.7  0.007     84      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25   8.07   0.09      0     84  171.7   0.20   0.36    0.0   1.25     51    1.48    1.34    0.74    0.51    0.35    0.17    0.04    0.00    0.00      108     126
 2017 330    57    48   20.3      5  0.690    403    473      8    519    877    973    391     2.1  0.008     96      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.24   8.54   0.10      0     96  171.0   0.20   0.36    0.0   1.27     53    1.52    1.38    0.76    0.53    0.37    0.18    0.05    0.00    0.00      113     132
 2017 331    58    49   20.5      5  0.717    422    492      2    541    913    913    440     0.6  0.003      0      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.24   0.00   0.00      0      0  170.0   0.20   0.37    0.0   1.29     56    1.56    1.42    0.79    0.55    0.38    0.20    0.06    0.00    0.00      119     138
 2017 332    59    50   20.8      5  0.746    438    508      3    562    947    956    269     1.2  0.003      9      2  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.24  34.85   0.01      0      9  170.3   0.20   0.37    0.0   1.31     58    1.60    1.46    0.82    0.57    0.40    0.21    0.06    0.00    0.00      126     144
 2017 333    60    51   21.1      5  0.777    453    524      4    579    977    998    336     1.3  0.004     21      2  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  20.72   0.02      0     21  171.5   0.21   0.37    0.0   1.34     60    1.63    1.50    0.84    0.59    0.41    0.22    0.07    0.01    0.00      133     152
 2017 334    61    52   21.4      5  0.806    468    540      3    597   1008   1008    420     0.6  0.003      0      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23   0.00   0.00      0      0  172.2   0.21   0.38    0.0   1.37     61    1.67    1.53    0.87    0.61    0.43    0.22    0.07    0.01    0.00      142     160
 2017 335    62    53   21.7      5  0.834    485    557      4    618   1042   1056    390     1.0  0.004     14      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  27.63   0.01      0     14  172.0   0.21   0.38    0.0   1.39     64    1.71    1.57    0.90    0.63    0.44    0.23    0.08    0.01    0.00      149     167
 2017 336    63    54   22.0      5  0.860    501    573      5    637   1074   1103    439     1.2  0.005     29      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  18.32   0.03      0     29  171.6   0.21   0.39    0.0   1.41     66    1.74    1.61    0.92    0.65    0.46    0.24    0.09    0.01    0.00      157     175
 2017 337    64    55   22.3      5  0.880    511    585      7    649   1096   1142    477     1.5  0.006     46      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  15.23   0.04      0     46  172.1   0.21   0.39    0.0   1.44     67    1.76    1.63    0.94    0.66    0.47    0.25    0.09    0.01    0.00      165     183
 2017 338    65    56   22.6      5  0.903    522    597      5    661   1119   1119    533     1.0  0.005      0      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22   0.00   0.00      0      0  172.8   0.22   0.40    0.0   1.46     68    1.79    1.66    0.95    0.67    0.48    0.26    0.10    0.02    0.00      174     191
 2017 339    66    57   22.8      5  0.932    538    613      7    679   1150   1170    452     1.5  0.006     20      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  34.68   0.02      0     20  173.3   0.22   0.40    0.0   1.49     70    1.82    1.69    0.98    0.69    0.49    0.27    0.10    0.02    0.00      183     200
 2017 340    67    58   23.1      5  0.956    551    627      9    694   1177   1218    500     1.7  0.007     41      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  21.08   0.03      0     41  173.7   0.22   0.41    0.0   1.51     72    1.84    1.72    1.00    0.71    0.50    0.27    0.11    0.02    0.00      192     209
 2017 341    68    59   23.4      5  0.968    553    631      4    696   1185   1185    735     0.6  0.004      0      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20   0.00   0.00      0      0  175.0   0.22   0.41    0.0   1.54     72    1.85    1.72    1.00    0.71    0.50    0.28    0.11    0.03    0.00      206     219
 2017 342    69    60   23.7      5  0.986    560    639      7    702   1199   1221    532     1.2  0.005     22      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  29.80   0.02      0     22  176.1   0.22   0.42    0.0   1.56     73    1.85    1.73    1.01    0.71    0.51    0.28    0.11    0.03    0.00      214     228
 2017 343    70    61   23.9      5  0.989    561    641      8    702   1202   1236    641     1.2  0.006     33      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  23.07   0.03      0     33  176.3   0.23   0.42    0.0   1.58     73    1.85    1.73    1.01    0.71    0.51    0.28    0.11    0.03    0.00      221     234
 2017 344    71    62   24.0      5  1.015    586    665      8    730   1250   1290    641     1.3  0.006     39      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  21.17   0.03      0     39  173.3   0.23   0.42    0.0   1.59     75    1.91    1.79    1.04    0.74    0.53    0.29    0.12    0.03    0.00      223     238
 2017 345    72    63   24.1      5  1.041    609    688      5    758   1297   1297    735     0.6  0.004      0      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23   0.00   0.00      0      0  170.9   0.23   0.42    0.0   1.60     78    1.96    1.84    1.08    0.77    0.55    0.31    0.13    0.04    0.00      229     242
 2017 346    73    64   24.2      5  1.071    631    710      6    783   1341   1353    580     1.0  0.004     12      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  46.69   0.01      0     12  169.7   0.23   0.42    0.0   1.62     81    2.01    1.89    1.11    0.79    0.57    0.32    0.13    0.04    0.00      234     248
 2017 347    74    65   24.4      5  1.101    658    735      7    814   1393   1413    657     1.0  0.005     20      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.24  32.95   0.01      0     20  167.4   0.23   0.42    0.0   1.63     84    2.07    1.95    1.15    0.82    0.59    0.33    0.14    0.04    0.00      240     253
 2017 348    75    66   24.6      5  1.129    677    755      6    835   1431   1434    657     1.0  0.004      3      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  99.99   0.00      0      3  166.8   0.23   0.43    0.0   1.64     86    2.11    1.99    1.18    0.84    0.60    0.34    0.15    0.05    0.01      245     260
 2017 349    76    67   24.8      5  1.153    692    771      8    852   1462   1487    691     1.2  0.006     25      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  33.94   0.02      0     25  166.7   0.23   0.43    0.0   1.67     88    2.14    2.03    1.20    0.86    0.62    0.35    0.15    0.05    0.01      258     270
 2017 350    77    68   25.1      5  1.179    709    789     11    872   1498   1546    800     1.4  0.007     48      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  22.38   0.03      0     48  166.4   0.23   0.43    0.0   1.69     90    2.18    2.06    1.22    0.88    0.63    0.36    0.16    0.06    0.01      270     280
 2017 351    78    69   25.3      5  1.204    724    806     14    888   1530   1604    932     1.5  0.009     74      6  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  18.49   0.05      0     74  166.3   0.23   0.43    0.0   1.71     92    2.21    2.10    1.25    0.89    0.64    0.37    0.16    0.06    0.01      284     290
 2017 352    79    70   25.6      5  1.229    736    820      8    902   1556   1556   1001     0.8  0.005      0      7  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22   0.00   0.00      0      0  166.9   0.23   0.44    0.0   1.74     93    2.23    2.12    1.26    0.91    0.65    0.38    0.17    0.06    0.01      297     302
 2017 353    80    71   25.8      5  1.252    748    834     11    915   1582   1611    779     1.4  0.007     29      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  36.67   0.02      0     29  167.4   0.23   0.44    0.0   1.76     95    2.26    2.15    1.28    0.92    0.66    0.38    0.17    0.06    0.01      310     313
 2017 354    81    72   26.1      5  1.273    759    846     14    926   1605   1664    812     1.7  0.008     59      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  23.27   0.04      0     59  167.8   0.23   0.45    0.0   1.79     96    2.27    2.17    1.29    0.93    0.67    0.39    0.17    0.07    0.01      322     325
