*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
!                                                                                                                                                                                                                                                           Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                           0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD   RLAD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    RL7D    RL8D    RL9D    SNW0C   SNW1C
 2016 327    54    45   19.6      5  0.716    438    503      5    563    941    987    383     1.2  0.005     47      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.25  10.20   0.05      0     47  163.6   0.19   0.34    0.0   1.21     58    1.63    1.48    0.83    0.57    0.40    0.21    0.05    0.00    0.00      101     119
 2016 328    55    46   19.8      5  0.738    451    517      6    579    968   1027    421     1.4  0.006     59      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.24  10.30   0.06      0     59  163.5   0.19   0.35    0.0   1.23     59    1.66    1.51    0.85    0.59    0.41    0.21    0.06    0.00    0.00      108     126
 2016 329    56    47   20.1      5  0.762    464    530      4    594    994    996    458     0.9  0.004      2      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  99.99   0.00      0      2  164.1   0.19   0.35    0.0   1.26     61    1.69    1.54    0.87    0.61    0.42    0.22    0.06    0.00    0.00      115     133
 2016 330    57    48   20.4      5  0.791    479    546      6    612   1025   1038    367     1.5  0.005     14      2  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  40.47   0.01      0     14  165.0   0.20   0.35    0.0   1.28     63    1.72    1.58    0.89    0.63    0.44    0.23    0.07    0.00    0.00      123     141
 2016 331    58    49   20.7      5  0.816    492    560      7    628   1052   1077    429     1.6  0.006     25      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  28.14   0.02      0     25  165.7   0.20   0.36    0.0   1.31     65    1.75    1.61    0.92    0.64    0.45    0.24    0.08    0.00    0.00      132     149
 2016 332    59    50   21.0      5  0.843    510    577      8    648   1086   1122    445     1.9  0.007     35      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.23  23.82   0.03      0     35  165.3   0.20   0.36    0.0   1.33     67    1.79    1.65    0.94    0.66    0.46    0.25    0.08    0.00    0.00      139     156
 2016 333    60    51   21.3      5  0.864    521    589      3    661   1110   1110    462     0.7  0.003      0      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22   0.00   0.00      0      0  165.8   0.20   0.37    0.0   1.35     68    1.81    1.68    0.96    0.68    0.47    0.26    0.09    0.01    0.00      146     164
 2016 334    61    52   21.6      5  0.893    535    604      4    678   1140   1153    313     1.3  0.003     14      2  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.22  29.76   0.01      0     14  166.8   0.20   0.37    0.0   1.38     70    1.84    1.71    0.98    0.69    0.49    0.27    0.09    0.01    0.00      155     173
 2016 335    62    53   21.9      5  0.913    542    612      5    685   1154   1184    389     1.4  0.005     29      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  18.18   0.02      0     29  168.4   0.21   0.38    0.0   1.40     71    1.86    1.72    0.99    0.70    0.49    0.27    0.10    0.01    0.00      165     182
 2016 336    63    54   22.2      5  0.938    553    624      4    697   1177   1177    463     0.8  0.003      0      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21   0.00   0.00      0      0  169.7   0.21   0.38    0.0   1.43     72    1.88    1.74    1.01    0.71    0.50    0.28    0.10    0.01    0.00      174     192
 2016 337    64    55   22.5      5  0.967    571    642      5    718   1213   1230    471     1.0  0.004     17      3  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  28.71   0.01      0     17  169.5   0.21   0.39    0.0   1.45     74    1.91    1.78    1.04    0.73    0.52    0.29    0.11    0.02    0.00      184     201
 2016 338    65    56   22.7      5  0.994    589    661      6    739   1250   1285    598     1.1  0.005     35      4  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  18.41   0.03      0     35  168.9   0.21   0.39    0.0   1.48     76    1.95    1.83    1.06    0.75    0.53    0.30    0.11    0.02    0.00      193     209
 2016 339    66    57   23.0      5  1.021    602    676      9    754   1278   1338    711     1.2  0.007     60      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  14.88   0.04      0     60  169.4   0.21   0.39    0.0   1.50     78    1.98    1.86    1.08    0.77    0.55    0.31    0.12    0.02    0.00      204     219
 2016 340    67    58   23.3      5  1.038    609    684      7    761   1293   1300    785     0.9  0.005      7      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  93.38   0.01      0      7  170.4   0.22   0.40    0.0   1.53     79    1.99    1.87    1.09    0.78    0.55    0.31    0.12    0.02    0.00      215     229
 2016 341    68    59   23.6      5  1.041    607    684     10    758   1292   1321    728     1.3  0.007     29      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18  32.81   0.02      0     29  171.4   0.22   0.41    0.0   1.55     78    1.98    1.86    1.09    0.77    0.55    0.31    0.12    0.03    0.00      225     239
 2016 342    69    60   23.8      5  1.067    621    699     12    773   1321   1378    812     1.5  0.009     58      5  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  21.65   0.04      0     58  171.7   0.22   0.41    0.0   1.58     80    2.01    1.89    1.11    0.79    0.56    0.32    0.13    0.03    0.00      236     249
 2016 343    70    61   24.0      5  1.081    630    709      9    782   1338   1338    957     0.9  0.006      0      7  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20   0.00   0.00      0      0  171.7   0.22   0.41    0.0   1.60     81    2.02    1.90    1.12    0.80    0.57    0.32    0.13    0.03    0.00      246     258
 2016 344    71    62   24.2      5  1.095    641    721     11    794   1361   1381    873     1.2  0.008     20      6  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  54.01   0.01      0     20  170.9   0.22   0.41    0.0   1.62     82    2.04    1.93    1.13    0.81    0.58    0.33    0.13    0.03    0.00      255     266
 2016 345    72    63   24.4      5  1.124    661    741     13    816   1403   1444    987     1.3  0.009     42      7  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.21  31.09   0.03      0     42  170.0   0.22   0.42    0.0   1.64     84    2.09    1.97    1.16    0.83    0.59    0.34    0.14    0.04    0.00      263     274
 2016 346    73    64   24.6      5  1.138    668    751     17    824   1419   1492   1086     1.5  0.011     73      7  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  22.75   0.05      0     73  170.2   0.22   0.42    0.0   1.66     85    2.10    1.98    1.17    0.84    0.60    0.34    0.14    0.04    0.00      273     284
 2016 347    74    65   24.9      5  1.153    674    758      8    830   1432   1432   1192     0.6  0.005      0      8  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20   0.00   0.00      0      0  171.0   0.23   0.42    0.0   1.69     86    2.11    1.99    1.18    0.84    0.60    0.35    0.14    0.04    0.00      284     295
 2016 348    75    66   25.1      5  1.173    684    770     11    840   1454   1489    915     1.2  0.007     35      6  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  30.08   0.02      0     35  171.5   0.23   0.43    0.0   1.71     87    2.12    2.01    1.19    0.85    0.61    0.35    0.15    0.04    0.01      296     306
 2016 349    76    67   25.4      5  1.188    691    778     14    847   1469   1547   1171     1.2  0.009     78      8  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  18.54   0.05      0     78  172.0   0.23   0.43    0.0   1.74     88    2.13    2.02    1.20    0.86    0.62    0.36    0.15    0.05    0.01      310     317
 2016 350    77    68   25.6      5  1.202    700    789     10    856   1489   1489   1387     0.7  0.007      0     11  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19   0.00   0.00      0      0  171.8   0.23   0.43    0.0   1.76     89    2.15    2.04    1.21    0.87    0.62    0.36    0.15    0.05    0.01      323     328
 2016 351    78    69   25.8      5  1.221    714    804     14    871   1518   1556   1240     1.1  0.009     37      8  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  36.86   0.02      0     37  171.0   0.23   0.44    0.0   1.78     90    2.17    2.07    1.23    0.88    0.63    0.37    0.16    0.05    0.01      334     337
 2016 352    79    70   26.0      5  1.233    721    813     19    877   1534   1618   1370     1.4  0.011     85      9  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.19  21.96   0.05      0     85  171.1   0.23   0.44    0.0   1.80     91    2.18    2.08    1.24    0.89    0.64    0.37    0.16    0.05    0.01      347     348
 2016 353    80    71   26.2      5  1.235    720    815     24    875   1535   1666   1456     1.6  0.014    131     10  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18  18.33   0.08      0    131  171.6   0.23   0.44    0.0   1.80     91    2.18    2.07    1.24    0.89    0.64    0.37    0.16    0.05    0.01      359     360
 2016 354    81    72   26.4      5  1.244    724    821     15    877   1545   1545   1637     0.9  0.009      0     11  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18   0.00   0.00      0      0  171.9   0.23   0.45    0.0   1.80     91    2.18    2.07    1.24    0.89    0.64    0.37    0.16    0.05    0.01      373     372
 2016 355    82    73   26.6      5  1.244    721    821     20    872   1541   1582   1394     1.4  0.012     41      9  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16  48.00   0.03      0     41  172.6   0.23   0.45    0.0   1.80     91    2.16    2.06    1.23    0.89    0.64    0.37    0.16    0.06    0.01      388     385
 2016 356    83    74   26.7      5  1.241    718    821     25    868   1539   1618   1705     1.5  0.015     79     11  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16  31.49   0.05      0     79  172.9   0.23   0.45    0.0   1.80     91    2.15    2.05    1.23    0.88    0.63    0.37    0.16    0.06    0.01      403     395
 2016 357    84    75   26.9      5  1.256    729    833     12    878   1561   1561   1955     0.6  0.008      0     13  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18   0.00   0.00      0      0  172.3   0.24   0.45    0.0   1.80     92    2.17    2.07    1.24    0.89    0.64    0.38    0.17    0.06    0.01      415     406
 2016 358    85    76   27.0      5  1.266    736    842     17    886   1579   1637   1539     1.1  0.011     58     11  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17  29.76   0.04      0     58  172.0   0.24   0.46    0.0   1.80     92    2.18    2.08    1.25    0.90    0.65    0.38    0.17    0.06    0.02      428     416
 2016 359    86    77   27.2      5  1.273    740    849     23    889   1589   1708   1866     1.2  0.014    119     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17  19.43   0.07      0    119  171.9   0.24   0.46    0.0   1.80     93    2.18    2.09    1.25    0.90    0.65    0.38    0.17    0.06    0.02      442     427
 2016 360    87    78   27.4      5  1.275    740    851     31    887   1592   1782   1866     1.6  0.017    191     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16  16.03   0.11      0    191  172.1   0.24   0.46    0.0   1.80     93    2.18    2.08    1.25    0.90    0.65    0.38    0.17    0.06    0.02      453     439
 2016 361    88    79   27.5      5  1.278    741    855     20    887   1596   1596   2080     0.9  0.012      0     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16   0.00   0.00      0      0  172.4   0.24   0.46    0.0   1.80     93    2.17    2.08    1.25    0.90    0.65    0.38    0.17    0.06    0.02      469     451
 2016 362    89    80   27.7      5  1.282    743    859     26    887   1602   1664   1738     1.5  0.015     62     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.15  41.31   0.04      0     62  172.6   0.24   0.47    0.0   1.80     93    2.17    2.08    1.25    0.90    0.65    0.38    0.17    0.06    0.02      485     463
 2016 363    90    81   27.8      5  1.288    746    864     32    889   1610   1732   2065     1.6  0.019    122     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.15  26.60   0.07      0    122  172.7   0.24   0.47    0.0   1.80     93    2.17    2.08    1.25    0.90    0.65    0.39    0.17    0.06    0.02      504     474
 2016 364    91    82   27.9      5  1.294    750    871     17    892   1621   1621   2351     0.7  0.010      0     16  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.15   0.00   0.00      0      0  172.5   0.24   0.47    0.0   1.80     93    2.17    2.08    1.26    0.91    0.65    0.39    0.18    0.07    0.02      521     486
 2016 365    92    83   28.0      5  1.318    773    894     19    916   1667   1685   1749     1.1  0.011     18     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18  99.99   0.01      0     18  170.4   0.24   0.47    0.0   1.80     96    2.22    2.13    1.28    0.93    0.67    0.40    0.18    0.07    0.02      528     492
 2016 366    93    84   28.1      5  1.342    794    915     22    937   1708   1760   1749     1.3  0.013     52     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18  43.08   0.03      0     52  169.0   0.24   0.47    0.0   1.80     98    2.26    2.17    1.31    0.95    0.68    0.41    0.19    0.07    0.02      534     499
 2017 001    94    85   28.3      5  1.348    799    922     28    941   1721   1831   1898     1.5  0.016    109     13  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18  26.05   0.06      0    109  168.7   0.24   0.47    0.0   1.80     98    2.26    2.18    1.32    0.95    0.69    0.41    0.19    0.07    0.03      549     510
 2017 002    95    86   28.4      5  1.353    801    927     19    942   1728   1728   2039     0.9  0.011      0     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17   0.00   0.00      0      0  168.9   0.24   0.47    0.0   1.80     98    2.26    2.18    1.32    0.95    0.69    0.41    0.19    0.07    0.03      565     522
 2017 003    96    87   28.6      5  1.352    799    928     25    938   1727   1792   1706     1.5  0.014     65     11  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.16  38.06   0.04      0     65  169.2   0.24   0.48    0.0   1.80     98    2.25    2.17    1.31    0.95    0.69    0.41    0.19    0.07    0.03      583     535
 2017 004    97    88   28.7      5  1.360    805    936     31    943   1741   1863   1983     1.6  0.017    122     13  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17  25.28   0.07      0    122  168.9   0.24   0.48    0.0   1.80     99    2.26    2.17    1.32    0.95    0.69    0.41    0.19    0.08    0.03      600     546
 2017 005    98    89   28.9      5  1.365    810    943     16    947   1753   1753   2554     0.6  0.009      0     17  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17   0.00   0.00      0      0  168.5   0.24   0.48    0.0   1.80     99    2.26    2.18    1.32    0.96    0.69    0.41    0.19    0.08    0.03      623     557
 2017 006    99    90   29.0      5  1.379    822    957     21    958   1779   1835   1829     1.2  0.012     57     12  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.18  37.81   0.03      0     57  167.8   0.24   0.48    0.0   1.80    100    2.28    2.20    1.34    0.97    0.70    0.42    0.20    0.08    0.03      633     568
 2017 007   100    91   29.1      5  1.373    818    955     25    951   1773   1857   2136     1.2  0.013     84     14  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17  29.64   0.05      0     84  167.9   0.24   0.48    0.0   1.80    100    2.27    2.18    1.33    0.96    0.70    0.42    0.19    0.08    0.03      643     575
