*Fresh Weight Output File

!----------------------------
! Variable Descriptions (unit)
!----------------------------
!YEAR  Year of current date of simulation
!DOY  Day of year (d)
!DAS  Days after start of simulation (d)
!PDMCD  Dry matter con. of harvested product (fraction)
!AFPWD  Average fresh fruit (pod, ear) weight (g/fruit)
!ADPWD  Average dry fruit (pod, ear) weight (g/fruit)
!PAGED  Age of oldest pod or ear (days)
!XMAGE  Required pod age for Multi-Harvest (days)
!TOSDN  Total Number of seeds (#/ha)
!TOWSD  Total Seed mass (kg/ha)
!TOSHN  Total Number of shells (#/ha)
!TOWSH  Total Shell mass (kg/ha)
!TOPOW  Total pod weight (kg/ha)
!TOFPW  Total pod (ear) fresh weight (kg/ha)
!MTFPW  Fresh weight of mature fruits (kg/ha)
!MTDPW  Dry weight of mature fruits (sd and sh)(kg/ha)
!MTDSD  Seed mass of mature fruits (kg/ha)
!MTDSH  Shell mass of mature fruits (kg/ha)
!HSHELWT  Harvested shell weight (kg/ha)
!HSDWT  Harvested seed weight (kg/ha)
!HPODWT  Harvested pod weight (kg/ha)
!HFPOW  Harvested fresh pod weight (kg/ha)
!CPODN  Cum. pod weight (kg/ha)
!CMFNM  Cum. mature fruit number (#)
!CHPDT  Cum. har. pod weight of mat. fruits (kg/ha)
!CHFPW  Cum. har. fresh weight of mat. fruits (kg/ha)
!CHNUM  Cum. harvest number (#)

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:29:39

*RUN   1        : Radiance                  CRGRO048 UFBA1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1401 SR 2014 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS   DAP    PDMCD    AFPWD    ADPWD    PAGED    XMAGE    CHNUM    TOSHN    TOWSH    MTDSH    HSHEL    TOPOW    HPODW    CHPDT    CPODN    TOFPW    MTFPW    MTDPW    HFPOW    CHFPW    CMFNM    TOSDN    TOWSD    MTDSD    HSDWT
 2017 330    57    48      0.2     11.3      1.8     14.0     10.0        1      3.0     48.0     22.9      0.0     53.4      0.0      0.0      260      334    162.4     26.0      0.0      0.0        1    257.7      5.4      3.1      0.0
 2017 331    58    49      0.2     11.9      1.9     14.7     10.0        2      3.1     52.9     32.6     32.6     59.1     37.3     37.3      320      369    232.9     37.3    232.9    232.9        2    289.8      6.2      4.6      4.6
 2017 332    59    50      0.2      6.8      1.1     15.6     10.0        2      2.5     25.5      8.3      0.0     27.7      0.0     37.3      350      173     58.2      9.3      0.0    232.9        2    176.5      2.2      1.0      0.0
 2017 333    60    51      0.2      8.2      1.3     16.4     10.0        2      2.7     32.1     11.4      0.0     35.0      0.0     37.3      380      219     80.4     12.9      0.0    232.9        2    219.9      2.9      1.5      0.0
 2017 334    61    52      0.2      9.4      1.5     17.2     10.0        3      2.8     38.7     14.5     14.5     42.5     16.5     53.8      420      265    103.2     16.5    103.2    336.1        2    274.6      3.8      2.0      2.0
 2017 335    62    53      0.2      7.2      1.1     18.1     10.0        3      2.9     30.9      2.4      0.0     33.4      0.0     53.8      450      209     16.8      2.7      0.0    336.1        2    255.1      2.5      0.3      0.0
 2017 336    63    54      0.2      7.6      1.2     18.9     10.0        3      3.4     38.3      6.2      0.0     41.7      0.0     53.8      490      261     43.8      7.0      0.0    336.1        2    286.7      3.5      0.8      0.0
 2017 337    64    55      0.2      8.2      1.3     19.7     10.0        3      3.9     46.8     10.5      0.0     51.3      0.0     53.8      540      321     74.5     11.9      0.0    336.1        2    312.3      4.6      1.4      0.0
 2017 338    65    56      0.2      8.9      1.4     20.6     10.0        4      4.4     57.0     18.3     18.3     62.8     20.7     74.5      600      393    129.6     20.7    129.6    465.6        2    349.4      5.8      2.5      2.5
 2017 339    66    57      0.2      7.6      1.2     21.4     10.0        4      4.4     48.7      7.5      0.0     53.1      0.0     74.5      650      332     52.6      8.4      0.0    465.6        2    297.6      4.5      1.0      0.0
 2017 340    67    58      0.2      8.4      1.4     22.2     10.0        4      4.9     60.4     17.6      0.0     66.0      0.0     74.5      720      412    124.4     19.9      0.0    465.6        2    330.0      5.6      2.3      0.0
 2017 341    68    59      0.2      9.4      1.5     23.1     10.0        5      5.3     72.8     30.5     30.5     79.8     34.6    109.1      800      499    216.5     34.6    216.5    682.1        3    485.0      7.0      4.1      4.1
 2017 342    69    60      0.2      7.1      1.1     23.8     10.0        5      5.1     53.5      9.8      0.0     57.8      0.0    109.1      860      361     68.9     11.0      0.0    682.1        3    352.3      4.3      1.3      0.0
 2017 343    70    61      0.2      7.8      1.2     24.4     10.0        5      5.2     59.7     16.9      0.0     64.8      0.0    109.1      920      405    119.3     19.1      0.0    682.1        3    424.6      5.1      2.2      0.0
 2017 344    71    62      0.2      8.0      1.3     24.7     10.0        5      5.3     62.8     17.4      0.0     68.3      0.0    109.1      990      427    122.5     19.6      0.0    682.1        3    424.6      5.5      2.3      0.0
 2017 345    72    63      0.2      8.4      1.4     25.0     10.0        6      5.4     66.7     23.1     23.1     72.8     26.0    135.2     1060      455    162.7     26.0    162.7    844.9        4    487.0      6.1      3.0      3.0
 2017 346    73    64      0.2      6.7      1.1     25.5     10.0        6      4.9     49.3      0.0      0.0     53.2      0.0    135.2     1110      332      0.0      0.0      0.0    844.9        4    384.9      3.8      0.0      0.0
 2017 347    74    65      0.2      7.0      1.1     25.9     10.0        6      5.1     53.1      7.3      0.0     57.5      0.0    135.2     1170      359     51.0      8.2      0.0    844.9        4    435.6      4.4      0.9      0.0
 2017 348    75    66      0.2      7.7      1.2     26.4     10.0        7      5.3     59.6      7.7      7.7     64.8      8.7    143.9     1230      405     54.2      8.7     54.2    899.1        4    435.6      5.2      1.0      1.0
 2017 349    76    67      0.2      7.7      1.2     27.2     10.0        7      5.5     62.7      5.7      0.0     68.3      0.0    143.9     1300      427     39.9      6.4      0.0    899.1        4    458.8      5.6      0.7      0.0
 2017 350    77    68      0.2      8.6      1.4     28.0     10.0        7      5.9     74.5     13.4      0.0     81.7      0.0    143.9     1380      511     93.3     14.9      0.0    899.1        4    532.7      7.2      1.5      0.0
 2017 351    78    69      0.2      9.6      1.5     28.7     10.0        7      6.3     88.5     30.0      0.0     97.6      0.0    143.9     1480      610    209.3     33.5      0.0    899.1        5    621.4      9.1      3.5      0.0
 2017 352    79    70      0.2     10.2      1.6     29.6     10.0        8      7.2    105.3     49.6     49.6    116.9     55.9    199.8     1600      731    349.4     55.9    349.4   1248.6        6    668.5     11.6      6.3      6.3
 2017 353    80    71      0.2      6.9      1.1     30.4     10.0        8      7.1     70.9     14.3      0.0     77.9      0.0    199.8     1680      487    100.9     16.1      0.0   1248.6        6    521.6      7.0      1.9      0.0
 2017 354    81    72      0.2      7.4      1.2     31.3     10.0        8      8.2     88.1     28.7      0.0     97.2      0.0    199.8     1780      608    203.4     32.5      0.0   1248.6        7    543.9      9.1      3.9      0.0
 2017 355    82    73      0.2      8.1      1.3     32.1     10.0        9      9.3    109.2     40.7     40.7    120.6     46.6    246.4     1900      754    291.2     46.6    291.2   1539.7        8    647.4     11.4      5.9      5.9
 2017 356    83    74      0.2      6.3      1.0     33.0     10.0        9      9.4     87.2     12.7      0.0     94.5      0.0    246.4     1990      591     89.3     14.3      0.0   1539.7        8    659.9      7.3      1.6      0.0
 2017 357    84    75      0.2      7.0      1.1     33.9     10.0        9     10.6    110.1     40.2      0.0    120.0      0.0    246.4     2110      750    283.8     45.4      0.0   1539.7        9    802.8      9.9      5.2      0.0
 2017 358    85    76      0.2      7.9      1.3     34.7     10.0        9     11.8    135.7     52.7      0.0    148.7      0.0    246.4     2260      929    374.5     59.9      0.0   1539.7       10    984.7     13.0      7.2      0.0
 2017 359    86    77      0.2      8.5      1.4     35.5     10.0       10     13.0    161.5     64.9     64.9    177.9     74.2    320.6     2440     1112    464.0     74.2    464.0   2003.8       12   1165.9     16.4      9.3      9.3
 2017 360    87    78      0.2      6.4      1.0     36.3     10.0       10     12.8    122.0     10.6      0.0    131.8      0.0    320.6     2570      824     74.6     11.9      0.0   2003.8       12    880.7      9.9      1.4      0.0
 2017 361    88    79      0.2      7.4      1.2     37.1     10.0       10     13.9    152.1     16.4      0.0    165.4      0.0    320.6     2740     1034    116.1     18.6      0.0   2003.8       12   1074.0     13.3      2.1      0.0
 2017 362    89    80      0.2      8.5      1.4     38.0     10.0       11     15.5    192.9     59.2     59.2    210.4     66.6    387.2     2950     1315    416.0     66.6    416.0   2419.7       13   1299.0     17.5      7.3      7.3
 2017 363    90    81      0.2      7.0      1.1     38.8     10.0       11     15.5    161.3     19.5      0.0    174.6      0.0    387.2     3120     1091    137.1     21.9      0.0   2419.7       14   1259.6     13.3      2.5      0.0
 2017 364    91    82      0.2      7.5      1.2     39.4     10.0       11     16.5    183.2     20.7      0.0    199.1      0.0    387.2     3320     1244    146.1     23.4      0.0   2419.7       15   1472.2     15.9      2.7      0.0
 2017 365    92    83      0.2      8.1      1.3     39.9     10.0       11     17.6    207.4     50.6      0.0    226.4      0.0    387.2     3550     1415    357.0     57.1      0.0   2419.7       16   1688.7     19.0      6.5      0.0
 2018 001    93    84      0.2      8.1      1.3     39.9     10.0       11     17.6    207.4     50.6      0.0    226.4      0.0    387.2     3550     1415    357.0     57.1      0.0   2419.7       16   1688.7     19.0      6.5      0.0

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:23

*RUN   5        : Brilliance                CRGRO048 UFBA1701    2
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFBA1701 SR 2017 BALM STRAWBERRY VARIETY TRIAL
 DATA PATH      : /data/Strawberry/
 TREATMENT  2   : Brilliance                CRGRO048
  
@YEAR DOY   DAS   DAP    PDMCD    AFPWD    ADPWD    PAGED    XMAGE    CHNUM    TOSHN    TOWSH    MTDSH    HSHEL    TOPOW    HPODW    CHPDT    CPODN    TOFPW    MTFPW    MTDPW    HFPOW    CHFPW    CMFNM    TOSDN    TOWSD    MTDSD    HSDWT
 2017 313    40    31      0.0      0.0      0.0      0.0     10.0        0      0.0      0.0      0.0      0.0      0.0      0.0      0.0        0        0      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2017 314    41    32      0.0      0.0      0.0      0.9     10.0        0      0.2      0.0      0.0      0.0      0.0      0.0      0.0        0        0      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2017 315    42    33      0.2      0.2      0.0      1.8     10.0        0      0.6      0.2      0.0      0.0      0.2      0.0      0.0        0        1      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2017 316    43    34      0.2      0.6      0.1      2.6     10.0        0      0.9      0.8      0.0      0.0      0.8      0.0      0.0        0        5      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2017 317    44    35      0.2      0.8      0.1      3.4     10.0        0      1.2      1.7      0.0      0.0      1.7      0.0      0.0        0       10      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2017 318    45    36      0.2      1.0      0.2      4.2     10.0        0      1.8      2.9      0.0      0.0      2.9      0.0      0.0        0       18      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2017 319    46    37      0.2      1.3      0.2      5.1     10.0        0      2.3      4.6      0.0      0.0      4.6      0.0      0.0        0       29      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2017 320    47    38      0.2      2.3      0.4      5.9     10.0        0      2.4      8.7      0.0      0.0      8.7      0.0      0.0       10       54      0.0      0.0      0.0      0.0        0     25.5      0.0      0.0      0.0
 2017 321    48    39      0.2      3.0      0.5      6.7     10.0        0      2.5     11.7      0.0      0.0     11.8      0.0      0.0       20       74      0.0      0.0      0.0      0.0        0     72.9      0.1      0.0      0.0
 2017 322    49    40      0.2      4.0      0.6      7.5     10.0        0      2.6     16.0      0.0      0.0     16.3      0.0      0.0       40      102      0.0      0.0      0.0      0.0        0    104.5      0.3      0.0      0.0
 2017 323    50    41      0.2      5.2      0.8      8.3     10.0        0      2.7     21.6      0.0      0.0     22.4      0.0      0.0       60      140      0.0      0.0      0.0      0.0        0    153.8      0.7      0.0      0.0
 2017 324    51    42      0.2      6.2      1.0      8.9     10.0        0      2.8     26.6      0.0      0.0     27.8      0.0      0.0       90      174      0.0      0.0      0.0      0.0        0    224.3      1.1      0.0      0.0
 2017 325    52    43      0.2      7.7      1.2      9.8     10.0        0      3.1     36.4      0.0      0.0     38.5      0.0      0.0      130      240      0.0      0.0      0.0      0.0        0    285.6      2.0      0.0      0.0
 2017 326    53    44      0.2      9.0      1.4     10.7     10.0        1      3.5     47.2      0.0      0.0     50.4      0.0      0.0      180      315      0.0      0.0      0.0      0.0        0    301.0      3.2      0.0      0.0
 2017 327    54    45      0.2      9.9      1.6     11.5     10.0        1      4.0     58.7      6.0      0.0     63.1      0.0      0.0      240      395     41.8      6.7      0.0      0.0        0    322.1      4.5      0.7      0.0
 2017 328    55    46      0.2     10.1      1.6     12.5     10.0        1      4.7     69.7     18.5      0.0     75.5      0.0      0.0      320      472    128.3     20.5      0.0      0.0        0    339.6      5.8      2.0      0.0
 2017 329    56    47      0.2     10.2      1.6     13.2     10.0        1      5.2     77.6     26.1      0.0     84.4      0.0      0.0      400      528    182.2     29.2      0.0      0.0        1    391.0      6.8      3.0      0.0
 2017 330    57    48      0.2     10.8      1.7     14.0     10.0        1      5.6     87.8     37.8      0.0     96.0      0.0      0.0      500      600    265.1     42.4      0.0      0.0        2    391.0      8.2      4.7      0.0
 2017 331    58    49      0.2     11.1      1.8     14.7     10.0        2      5.9     94.6     54.2     54.2    104.0     61.2     61.2      600      650    382.5     61.2    382.5    382.5        3    440.5      9.4      7.0      7.0
 2017 332    59    50      0.2      6.8      1.1     15.6     10.0        2      4.8     48.9     14.5      0.0     52.2      0.0     61.2      650      326    100.8     16.1      0.0    382.5        3    269.2      3.3      1.6      0.0
 2017 333    60    51      0.2      8.0      1.3     16.4     10.0        2      5.0     59.6     18.1      0.0     63.9      0.0     61.2      710      400    127.3     20.4      0.0    382.5        4    335.9      4.4      2.2      0.0
 2017 334    61    52      0.2      9.1      1.5     17.2     10.0        3      5.3     71.5     23.1     23.1     77.3     26.2     87.4      790      483    163.6     26.2    163.6    546.1        5    419.6      5.7      3.1      3.1
 2017 335    62    53      0.2      7.4      1.2     18.1     10.0        3      5.5     61.2      4.2      0.0     65.1      0.0     87.4      860      407     28.7      4.6      0.0    546.1        5    390.3      3.9      0.4      0.0
 2017 336    63    54      0.2      7.8      1.2     18.9     10.0        3      6.4     74.7     10.6      0.0     80.0      0.0     87.4      940      500     73.2     11.7      0.0    546.1        5    438.7      5.3      1.2      0.0
 2017 337    64    55      0.2      8.3      1.3     19.7     10.0        3      7.3     90.1     17.5      0.0     97.1      0.0     87.4     1040      607    122.8     19.6      0.0    546.1        5    476.8      7.0      2.1      0.0
 2017 338    65    56      0.2      8.9      1.4     20.6     10.0        4      8.2    107.9     30.6     30.6    116.8     34.4    121.8     1160      730    214.9     34.4    214.9    761.1        6    532.9      8.9      3.8      3.8
 2017 339    66    57      0.2      7.8      1.2     21.4     10.0        4      8.2     95.3     13.2      0.0    102.1      0.0    121.8     1260      638     91.9     14.7      0.0    761.1        6    452.5      6.8      1.5      0.0
 2017 340    67    58      0.2      8.5      1.4     22.2     10.0        4      9.1    114.7     29.9      0.0    123.3      0.0    121.8     1380      771    208.4     33.4      0.0    761.1        7    500.4      8.6      3.5      0.0
 2017 341    68    59      0.2      9.2      1.5     23.1     10.0        5      9.9    134.1     50.6     50.6    144.8     56.9    178.6     1520      905    355.5     56.9    355.5   1116.5        8    735.4     10.7      6.3      6.3
 2017 342    69    60      0.2      7.3      1.2     23.8     10.0        5      9.4    103.4     17.2      0.0    110.0      0.0    178.6     1630      687    119.6     19.1      0.0   1116.5        8    531.9      6.6      1.9      0.0
 2017 343    70    61      0.2      7.9      1.3     24.4     10.0        5      9.7    113.6     29.5      0.0    121.3      0.0    178.6     1750      758    205.0     32.8      0.0   1116.5        9    641.3      7.7      3.3      0.0
 2017 344    71    62      0.2      8.1      1.3     24.7     10.0        5      9.8    119.0     29.4      0.0    127.3      0.0    178.6     1880      796    205.5     32.9      0.0   1116.5       10    641.3      8.3      3.4      0.0
 2017 345    72    63      0.2      8.4      1.3     25.0     10.0        6     10.0    124.9     38.9     38.9    134.1     43.5    222.1     2010      838    271.7     43.5    271.7   1388.2       11    735.5      9.2      4.5      4.5
 2017 346    73    64      0.2      7.1      1.1     25.5     10.0        6      9.1     97.2      0.0      0.0    102.9      0.0    222.1     2110      643      0.0      0.0      0.0   1388.2       11    580.4      5.8      0.0      0.0
 2017 347    74    65      0.2      7.3      1.2     25.9     10.0        6      9.4    104.0     13.7      0.0    110.6      0.0    222.1     2220      691     94.2     15.1      0.0   1388.2       11    656.7      6.6      1.3      0.0
 2017 348    75    66      0.2      8.0      1.3     26.4     10.0        7      9.7    115.8     13.7     13.7    123.7     15.2    237.3     2340      773     94.8     15.2     94.8   1483.0       11    656.7      7.9      1.5      1.5
 2017 349    76    67      0.2      8.0      1.3     27.2     10.0        7     10.2    122.3     10.1      0.0    130.8      0.0    237.3     2470      818     68.9     11.0      0.0   1483.0       11    691.4      8.5      1.0      0.0
 2017 350    77    68      0.2      8.8      1.4     28.0     10.0        7     10.9    143.3     22.5      0.0    154.1      0.0    237.3     2620      963    155.0     24.8      0.0   1483.0       12    800.2     10.8      2.3      0.0
 2017 351    78    69      0.2      9.7      1.5     28.7     10.0        7     11.6    166.1     50.9      0.0    179.7      0.0    237.3     2800     1123    351.1     56.2      0.0   1483.0       13    931.7     13.7      5.3      0.0
 2017 352    79    70      0.2      9.9      1.6     29.6     10.0        8     13.2    191.5     82.1     82.1    208.8     91.7    328.9     3010     1305    572.8     91.7    572.8   2055.8       15   1001.3     17.4      9.5      9.5
 2017 353    80    71      0.2      7.0      1.1     30.4     10.0        8     13.0    135.4     24.7      0.0    145.9      0.0    328.9     3160      912    172.2     27.6      0.0   2055.8       16    779.1     10.5      2.8      0.0
 2017 354    81    72      0.2      7.3      1.2     31.3     10.0        8     15.1    162.3     46.5      0.0    176.0      0.0    328.9     3340     1100    327.2     52.3      0.0   2055.8       17    812.2     13.7      5.9      0.0
 2017 355    82    73      0.2      7.9      1.3     32.1     10.0        9     17.0    197.6     64.4     64.4    214.7     73.3    402.2     3550     1342    458.1     73.3    458.1   2514.0       19    965.5     17.1      8.9      8.9
 2017 356    83    74      0.2      6.5      1.0     33.0     10.0        9     17.2    166.5     22.0      0.0    177.4      0.0    402.2     3730     1109    152.7     24.4      0.0   2514.0       20    975.3     10.9      2.5      0.0
 2017 357    84    75      0.2      7.0      1.1     33.9     10.0        9     19.4    202.2     66.5      0.0    216.9      0.0    402.2     3950     1355    464.3     74.3      0.0   2514.0       22   1195.5     14.7      7.8      0.0
 2017 358    85    76      0.2      7.7      1.2     34.7     10.0        9     21.5    243.8     82.6      0.0    263.1      0.0    402.2     4210     1644    582.9     93.3      0.0   2514.0       24   1463.7     19.3     10.7      0.0
 2017 359    86    77      0.2      8.2      1.3     35.5     10.0       10     23.7    287.7     99.9     99.9    312.1    113.7    516.0     4520     1951    710.9    113.7    710.9   3224.9       27   1735.7     24.4     13.8     13.8
 2017 360    87    78      0.2      6.7      1.1     36.3     10.0       10     23.3    235.2     18.7      0.0    249.9      0.0    516.0     4770     1562    129.8     20.8      0.0   3224.9       28   1312.6     14.7      2.0      0.0
 2017 361    88    79      0.2      7.7      1.2     37.1     10.0       10     25.3    290.4     26.7      0.0    310.1      0.0    516.0     5080     1938    187.0     29.9      0.0   3224.9       29   1597.3     19.7      3.2      0.0
 2017 362    89    80      0.2      8.4      1.3     38.0     10.0       11     28.1    353.4     98.5     98.5    379.4    109.3    625.3     5460     2372    683.4    109.3    683.4   3908.2       32   1927.4     26.0     10.9     10.9
 2017 363    90    81      0.2      7.2      1.2     38.8     10.0       11     28.0    304.7     33.8      0.0    324.5      0.0    625.3     5780     2028    233.7     37.4      0.0   3908.2       33   1866.3     19.8      3.6      0.0
 2017 364    91    82      0.2      7.7      1.2     39.4     10.0       11     29.9    344.5     33.7      0.0    368.3      0.0    625.3     6150     2302    235.1     37.6      0.0   3908.2       34   2178.3     23.7      3.9      0.0
 2017 365    92    83      0.2      8.2      1.3     39.9     10.0       11     31.7    385.1     87.7      0.0    413.4      0.0    625.3     6560     2584    609.6     97.5      0.0   3908.2       36   2495.1     28.3      9.8      0.0
 2018 001    93    84      0.2      8.2      1.3     39.9     10.0       11     31.7    385.1     87.7      0.0    413.4      0.0    625.3     6560     2584    609.6     97.5      0.0   3908.2       36   2495.1     28.3      9.8      0.0

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 01:30:37

*RUN   6        : Radiance                  CRGRO048 UFWM1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFWM1401 SR 2014 WIMAUMA STRAWBERRY GROWTH AND YIELD ANALYSIS
 DATA PATH      : /data/Strawberry/
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS   DAP    PDMCD    AFPWD    ADPWD    PAGED    XMAGE    CHNUM    TOSHN    TOWSH    MTDSH    HSHEL    TOPOW    HPODW    CHPDT    CPODN    TOFPW    MTFPW    MTDPW    HFPOW    CHFPW    CMFNM    TOSDN    TOWSD    MTDSD    HSDWT
 2014 309    36    27      0.0      0.0      0.0      0.0     10.0        0      0.0      0.0      0.0      0.0      0.0      0.0      0.0        0        0      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2014 310    37    28      0.0      0.0      0.0      0.8     10.0        0      0.1      0.0      0.0      0.0      0.0      0.0      0.0        0        0      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2014 311    38    29      0.2      0.1      0.0      1.7     10.0        0      0.3      0.1      0.0      0.0      0.1      0.0      0.0        0        0      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2014 312    39    30      0.2      0.3      0.1      2.5     10.0        0      0.6      0.3      0.0      0.0      0.3      0.0      0.0        0        2      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2014 313    40    31      0.2      0.6      0.1      3.4     10.0        0      0.8      0.8      0.0      0.0      0.8      0.0      0.0        0        5      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2014 314    41    32      0.2      0.8      0.1      4.3     10.0        0      1.1      1.4      0.0      0.0      1.4      0.0      0.0        0        9      0.0      0.0      0.0      0.0        0      0.0      0.0      0.0      0.0
 2014 315    42    33      0.2      1.1      0.2      5.1     10.0        0      1.4      2.5      0.0      0.0      2.5      0.0      0.0        0       16      0.0      0.0      0.0      0.0        0     11.9      0.0      0.0      0.0
 2014 316    43    34      0.2      1.9      0.3      5.9     10.0        0      1.5      4.6      0.0      0.0      4.6      0.0      0.0        0       29      0.0      0.0      0.0      0.0        0     11.9      0.0      0.0      0.0
 2014 317    44    35      0.2      2.4      0.4      6.5     10.0        0      1.6      6.1      0.0      0.0      6.2      0.0      0.0       10       39      0.0      0.0      0.0      0.0        0     56.3      0.1      0.0      0.0
 2014 318    45    36      0.2      3.3      0.5      7.3     10.0        0      1.7      8.6      0.0      0.0      8.9      0.0      0.0       20       56      0.0      0.0      0.0      0.0        0     96.6      0.2      0.0      0.0
 2014 319    46    37      0.2      4.2      0.7      8.0     10.0        0      1.8     11.4      0.0      0.0     11.9      0.0      0.0       30       74      0.0      0.0      0.0      0.0        0    128.6      0.5      0.0      0.0
 2014 320    47    38      0.2      5.8      0.9      8.8     10.0        0      1.9     16.1      0.0      0.0     17.1      0.0      0.0       50      107      0.0      0.0      0.0      0.0        0    186.3      1.0      0.0      0.0
 2014 321    48    39      0.2      7.5      1.2      9.7     10.0        0      2.0     22.5      0.0      0.0     24.3      0.0      0.0       70      152      0.0      0.0      0.0      0.0        0    238.6      1.8      0.0      0.0
 2014 322    49    40      0.2      8.1      1.3     10.2     10.0        0      2.1     25.7      0.0      0.0     27.9      0.0      0.0      100      174      0.0      0.0      0.0      0.0        0    252.1      2.2      0.0      0.0
 2014 323    50    41      0.2      8.6      1.4     10.6     10.0        0      2.2     27.8      0.0      0.0     30.3      0.0      0.0      130      189      0.0      0.0      0.0      0.0        0    252.1      2.5      0.0      0.0
 2014 324    51    42      0.2      9.1      1.5     11.1     10.0        0      2.3     30.9      2.3      0.0     33.8      0.0      0.0      160      211     15.9      2.6      0.0      0.0        0    264.8      3.0      0.3      0.0
 2014 325    52    43      0.2     10.4      1.7     11.9     10.0        0      2.4     36.9     10.8      0.0     40.7      0.0      0.0      200      254     75.9     12.1      0.0      0.0        0    281.6      3.8      1.3      0.0
 2014 326    53    44      0.2     11.4      1.8     12.8     10.0        0      2.7     45.1     19.5      0.0     50.1      0.0      0.0      250      313    137.4     22.0      0.0      0.0        1    293.7      5.0      2.5      0.0
 2014 327    54    45      0.2     12.6      2.0     13.6     10.0        0      3.0     53.6     27.7      0.0     59.9      0.0      0.0      310      374    195.6     31.3      0.0      0.0        2    312.6      6.2      3.6      0.0
 2014 328    55    46      0.2     14.1      2.3     14.3     10.0        1      3.1     61.7     40.7     40.7     69.3     46.3     46.3      380      433    289.1     46.3    289.1    289.1        3    339.3      7.5      5.6      5.6
 2014 329    56    47      0.2      8.1      1.3     15.2     10.0        1      2.2     26.6     10.3      0.0     29.2      0.0     46.3      410      182     72.6     11.6      0.0    289.1        3    182.4      2.6      1.3      0.0
 2014 330    57    48      0.2      8.3      1.3     15.9     10.0        1      2.5     30.3     11.1      0.0     33.4      0.0     46.3      440      209     78.6     12.6      0.0    289.1        3    202.0      3.1      1.4      0.0
 2014 331    58    49      0.2      8.3      1.3     16.4     10.0        1      2.8     33.6     14.5      0.0     37.0      0.0     46.3      480      231    102.6     16.4      0.0    289.1        3    224.5      3.5      1.9      0.0
 2014 332    59    50      0.2      8.9      1.4     16.8     10.0        1      2.8     35.8     17.4      0.0     39.6      0.0     46.3      520      247    123.6     19.8      0.0    289.1        3    224.5      3.8      2.3      0.0
 2014 333    60    51      0.2      9.3      1.5     17.4     10.0        1      2.9     39.0     21.0      0.0     43.3      0.0     46.3      560      271    149.6     23.9      0.0    289.1        4    268.2      4.3      2.9      0.0
 2014 334    61    52      0.2     10.0      1.6     18.2     10.0        1      3.1     44.6     23.9      0.0     49.8      0.0     46.3      610      311    171.7     27.5      0.0    289.1        5    304.6      5.2      3.5      0.0
 2014 335    62    53      0.2     10.5      1.7     19.1     10.0        2      3.4     51.3     28.2     28.2     57.6     32.6     78.8      670      360    203.6     32.6    203.6    492.7        6    325.0      6.3      4.4      4.4
 2014 336    63    54      0.2      6.9      1.1     20.0     10.0        2      3.0     30.2      5.1      0.0     32.9      0.0     78.8      700      206     35.8      5.7      0.0    492.7        6    234.0      2.7      0.6      0.0
 2014 337    64    55      0.2      7.6      1.2     20.9     10.0        2      3.5     39.0     11.5      0.0     42.7      0.0     78.8      740      267     80.5     12.9      0.0    492.7        6    321.3      3.7      1.4      0.0
 2014 338    65    56      0.2      7.7      1.2     21.8     10.0        3      4.4     48.6     16.0     16.0     53.6     18.1     96.9      790      335    113.2     18.1    113.2    605.9        6    362.0      5.0      2.1      2.1
 2014 339    66    57      0.2      6.2      1.0     22.7     10.0        3      4.7     43.0      4.6      0.0     47.0      0.0     96.9      840      294     32.3      5.2      0.0    605.9        6    327.5      4.0      0.6      0.0
 2014 340    67    58      0.2      7.0      1.1     23.5     10.0        3      5.4     55.1     14.2      0.0     60.5      0.0     96.9      900      378    100.4     16.1      0.0    605.9        6    386.1      5.4      1.9      0.0
