*Fresh Weight Output File

!----------------------------
! Variable Descriptions (unit)
!----------------------------
!YEAR  Year of current date of simulation
!DOY  Day of year (d)
!DAS  Days after start of simulation (d)
!PDMCD  Dry matter con. of harvested product (fraction)
!AFPWD  Average fresh fruit (pod, ear) weight (g/fruit)
!ADPWD  Average dry fruit (pod, ear) weight (g/fruit)
!PAGED  Age of oldest pod or ear (days)
!XMAGE  Required pod age for Multi-Harvest (days)
!TOSDN  Total Number of seeds (#/ha)
!TOWSD  Total Seed mass (kg/ha)
!TOSHN  Total Number of shells (#/ha)
!TOWSH  Total Shell mass (kg/ha)
!TOPOW  Total pod weight (kg/ha)
!TOFPW  Total pod (ear) fresh weight (kg/ha)
!MTFPW  Fresh weight of mature fruits (kg/ha)
!MTDPW  Dry weight of mature fruits (sd and sh)(kg/ha)
!MTDSD  Seed mass of mature fruits (kg/ha)
!MTDSH  Shell mass of mature fruits (kg/ha)
!HSHELWT  Harvested shell weight (kg/ha)
!HSDWT  Harvested seed weight (kg/ha)
!HPODWT  Harvested pod weight (kg/ha)
!HFPOW  Harvested fresh pod weight (kg/ha)
!CPODN  Cum. pod weight (kg/ha)
!CMFNM  Cum. mature fruit number (#)
!CHPDT  Cum. har. pod weight of mat. fruits (kg/ha)
!CHFPW  Cum. har. fresh weight of mat. fruits (kg/ha)
!CHNUM  Cum. harvest number (#)

*DSSAT Cropping System Model Ver. 4.8.5.017 pre-release  JUN 28, 2025 04:27:17

*RUN   1        : Radiance                  CRGRO048 UFWM1401    1
 MODEL          : CRGRO048 - Strawberry
 EXPERIMENT     : UFWM1401 SR 2014 WIMAUMA STRAWBERRY GROWTH AND YIELD ANALYSIS
 DATA PATH      :
 TREATMENT  1   : Radiance                  CRGRO048
  
@YEAR DOY   DAS   DAP    PDMCD    AFPWD    ADPWD    PAGED    XMAGE    CHNUM    TOSHN    TOWSH    MTDSH    HSHEL    TOPOW    HPODW    CHPDT    CPODN    TOFPW    MTFPW    MTDPW    HFPOW    CHFPW    CMFNM    TOSDN    TOWSD    MTDSD    HSDWT
 2014 343    70    61      0.2      5.7      0.9     26.0     10.0        4      6.3     53.2      7.6      0.0     57.5      0.0    136.5     1120      359     53.5      8.6      0.0    853.1        8    530.1      4.3      0.9      0.0
 2014 344    71    62      0.2      6.1      1.0     26.5     10.0        4      6.6     59.4     16.4      0.0     64.5      0.0    136.5     1180      403    115.4     18.5      0.0    853.1        8    530.1      5.1      2.0      0.0
 2014 345    72    63      0.2      6.6      1.1     26.9     10.0        5      6.9     66.5     17.4     17.4     72.4     19.6    156.1     1250      452    122.4     19.6    122.4    975.5        8    530.1      5.9      2.2      2.2
 2014 346    73    64      0.2      5.4      0.9     27.2     10.0        5      6.5     52.4      0.0      0.0     56.5      0.0    156.1     1310      353      0.0      0.0      0.0    975.5        8    551.0      4.1      0.0      0.0
 2014 347    74    65      0.2      6.1      1.0     27.7     10.0        5      6.7     59.8      7.5      0.0     64.9      0.0    156.1     1370      405     52.5      8.4      0.0    975.5        8    551.0      5.1      0.9      0.0
 2014 348    75    66      0.2      6.7      1.1     28.2     10.0        5      6.9     67.2      7.9      0.0     73.3      0.0    156.1     1440      458     55.6      8.9      0.0    975.5        8    641.7      6.1      1.0      0.0
 2014 349    76    67      0.2      7.4      1.2     28.6     10.0        6      7.0     75.6     16.0     16.0     82.9     18.0    174.1     1520      518    112.4     18.0    112.4   1087.9        8    641.7      7.2      2.0      2.0
 2014 350    77    68      0.2      7.0      1.1     29.1     10.0        6      6.7     68.6     10.2      0.0     75.0      0.0    174.1     1600      469     71.6     11.5      0.0   1087.9        8    648.0      6.4      1.2      0.0
 2014 351    78    69      0.2      8.2      1.3     29.8     10.0        6      6.8     81.2     11.2      0.0     89.3      0.0    174.1     1690      558     78.5     12.6      0.0   1087.9        8    705.3      8.1      1.4      0.0
 2014 352    79    70      0.2      8.7      1.4     30.3     10.0        7      7.1     90.2     20.6     20.6     99.6     23.2    197.2     1790      623    144.7     23.2    144.7   1232.6        9    784.2      9.4      2.6      2.6
 2014 353    80    71      0.2      7.4      1.2     31.0     10.0        7      7.6     81.9     17.5      0.0     90.5      0.0    197.2     1880      566    122.9     19.7      0.0   1232.6       10    717.3      8.6      2.2      0.0
 2014 354    81    72      0.2      7.9      1.3     31.8     10.0        7      8.8    100.1     19.6      0.0    111.2      0.0    197.2     1990      695    138.4     22.1      0.0   1232.6       11    785.0     11.0      2.5      0.0
 2014 355    82    73      0.2      8.8      1.4     32.7     10.0        8      9.8    123.8     50.8     50.8    137.9     57.6    254.8     2130      862    359.9     57.6    359.9   1592.5       12    860.8     14.1      6.8      6.8
 2014 356    83    74      0.2      7.0      1.1     33.5     10.0        8      9.4     94.9     21.2      0.0    104.8      0.0    254.8     2230      655    150.2     24.0      0.0   1592.5       13    684.2      9.9      2.8      0.0
 2014 357    84    75      0.2      8.0      1.3     34.3     10.0        8     10.3    119.0     41.6      0.0    131.7      0.0    254.8     2360      823    296.0     47.4      0.0   1592.5       14    735.5     12.8      5.7      0.0
 2014 358    85    76      0.2      9.2      1.5     35.2     10.0        9     11.0    145.9     61.1     61.1    161.8     70.0    324.8     2520     1011    437.7     70.0    437.7   2030.2       16   1017.7     15.9      8.9      8.9
 2014 359    86    77      0.2      6.7      1.1     36.0     10.0        9     10.6    104.3     11.6      0.0    113.5      0.0    324.8     2630      709     82.0     13.1      0.0   2030.2       16    947.9      9.1      1.6      0.0
 2014 360    87    78      0.2      7.2      1.2     36.8     10.0        9     11.9    125.8     36.7      0.0    137.8      0.0    324.8     2770      861    260.9     41.8      0.0   2030.2       17    947.9     12.0      5.1      0.0
 2014 361    88    79      0.2      8.5      1.4     37.7     10.0        9     13.1    161.7     53.4      0.0    177.6      0.0    324.8     2950     1110    381.5     61.0      0.0   2030.2       18   1133.8     15.9      7.6      0.0
 2014 362    89    80      0.2      9.6      1.5     38.6     10.0        9     14.2    196.8     70.7      0.0    217.2      0.0    324.8     3170     1358    508.2     81.3      0.0   2030.2       20   1474.3     20.5     10.6      0.0
 2014 363    90    81      0.2     10.6      1.7     39.4     10.0       10     15.4    234.9     88.2     88.2    261.2    102.1    426.9     3430     1632    638.2    102.1    638.2   2668.4       22   1630.0     26.3     13.9     13.9
 2014 364    91    82      0.2      8.4      1.3     40.4     10.0       10     13.9    167.7     28.0      0.0    185.1      0.0    426.9     3620     1157    196.4     31.4      0.0   2668.4       23   1453.5     17.4      3.4      0.0
 2014 365    92    83      0.2      9.2      1.5     41.4     10.0       10     14.6    190.9     69.9      0.0    213.7      0.0    426.9     3830     1335    492.2     78.8      0.0   2668.4       25   1679.7     22.8      8.9      0.0
 2015 001    93    84      0.2     10.4      1.7     42.4     10.0       10     15.9    235.9    118.4      0.0    264.3      0.0    426.9     4090     1652    839.6    134.3      0.0   2668.4       28   1910.9     28.4     16.0      0.0
 2015 002    94    85      0.2     11.6      1.9     43.2     10.0       11     17.4    285.7    159.8    159.8    322.0    182.4    609.4     4410     2013   1140.0    182.4   1140.0   3808.4       32   2137.4     36.3     22.6     22.6
 2015 003    95    86      0.2      8.1      1.3     44.0     10.0       11     14.7    172.1     35.0      0.0    191.7      0.0    609.4     4600     1198    243.9     39.0      0.0   3808.4       33   1618.2     19.6      4.0      0.0
 2015 004    96    87      0.2      9.9      1.6     44.9     10.0       11     15.6    221.8     71.1      0.0    248.2      0.0    609.4     4850     1551    504.4     80.7      0.0   3808.4       35   1736.6     26.4      9.6      0.0
 2015 005    97    88      0.2     11.3      1.8     45.8     10.0       12     16.5    265.0    100.8    100.8    297.9    115.8    725.2     5150     1862    723.9    115.8    723.9   4532.3       38   1865.5     32.9     15.0     15.0
 2015 006    98    89      0.2      9.4      1.5     46.6     10.0       12     15.0    202.2     36.3      0.0    225.0      0.0    725.2     5370     1406    260.7     41.7      0.0   4532.3       39   1599.0     22.7      5.4      0.0
 2015 007    99    90      0.2      9.7      1.6     47.2     10.0       12     16.2    226.3     78.5      0.0    252.4      0.0    725.2     5620     1578    563.7     90.2      0.0   4532.3       41   1599.0     26.1     11.7      0.0
 2015 008   100    91      0.2      9.9      1.6     47.6     10.0       13     16.9    239.4     81.6     81.6    267.4     93.9    819.0     5890     1671    586.7     93.9    586.7   5119.1       43   1820.4     28.0     12.2     12.2
 2015 009   101    92      0.2      8.1      1.3     48.0     10.0       13     14.7    172.6     42.7      0.0    190.4      0.0    819.0     6080     1190    302.8     48.5      0.0   5119.1       44   1373.5     17.8      5.7      0.0
 2015 010   102    93      0.2      8.3      1.3     48.5     10.0       13     15.7    189.8     45.1      0.0    209.9      0.0    819.0     6290     1312    320.1     51.2      0.0   5119.1       45   1567.8     20.2      6.1      0.0
 2015 011   103    94      0.2      9.4      1.5     49.3     10.0       13     17.0    229.2     93.4      0.0    254.6      0.0    819.0     6540     1591    663.1    106.1      0.0   5119.1       47   1705.0     25.5     12.7      0.0
 2015 012   104    95      0.2     10.5      1.7     50.2     10.0       14     17.9    268.9    140.9    140.9    301.5    161.0    980.1     6840     1884   1006.5    161.0   1006.5   6125.6       51   1841.6     32.6     20.1     20.1
 2015 013   105    96      0.2      7.2      1.1     51.1     10.0       14     16.0    166.2     23.3      0.0    183.2      0.0    980.1     7020     1145    164.0     26.2      0.0   6125.6       52   1352.4     17.0      3.0      0.0
 2015 014   106    97      0.2      8.5      1.4     52.1     10.0       14     17.0    208.3     51.4      0.0    230.3      0.0    980.1     7250     1439    363.0     58.1      0.0   6125.6       53   1692.8     21.9      6.7      0.0
 2015 015   107    98      0.2      9.2      1.5     52.8     10.0       15     17.8    237.1     97.1     97.1    263.3    109.9   1090.0     7510     1646    687.2    109.9    687.2   6812.8       56   1978.7     26.2     12.8     12.8
 2015 016   108    99      0.2      6.6      1.1     53.5     10.0       15     17.6    169.9     38.2      0.0    187.0      0.0   1090.0     7700     1169    271.0     43.4      0.0   6812.8       57   1501.6     17.0      5.1      0.0
 2015 017   109   100      0.2      7.0      1.1     54.1     10.0       15     19.5    198.3     74.1      0.0    218.8      0.0   1090.0     7920     1368    525.4     84.1      0.0   6812.8       59   1744.0     20.5     10.0      0.0
 2015 018   110   101      0.2      7.9      1.3     54.9     10.0       15     21.2    241.5     81.9      0.0    267.4      0.0   1090.0     8190     1671    582.4     93.2      0.0   6812.8       61   1953.0     25.9     11.3      0.0
 2015 019   111   102      0.2      8.4      1.3     55.4     10.0       16     22.6    272.9    110.1    110.1    303.1    125.7   1215.7     8490     1895    785.3    125.7    785.3   7598.1       64   2278.8     30.2     15.5     15.5
 2015 020   112   103      0.2      6.3      1.0     56.1     10.0       16     21.1    194.6     24.3      0.0    213.5      0.0   1215.7     8700     1335    171.0     27.4      0.0   7598.1       65   1726.0     18.9      3.1      0.0
 2015 021   113   104      0.2      7.1      1.1     56.8     10.0       16     23.4    241.3     58.9      0.0    265.8      0.0   1215.7     8970     1661    415.6     66.5      0.0   7598.1       67   1953.8     24.6      7.6      0.0
 2015 022   114   105      0.2      8.2      1.3     57.7     10.0       17     25.4    303.7    124.5    124.5    335.4    140.8   1356.5     9310     2096    879.9    140.8    879.9   8478.0       71   2475.9     31.8     16.3     16.3
 2015 023   115   106      0.2      6.9      1.1     58.6     10.0       17     24.0    242.3     49.9      0.0    265.3      0.0   1356.5     9580     1658    354.3     56.7      0.0   8478.0       73   2136.0     23.0      6.8      0.0
 2015 024   116   107      0.2      7.5      1.2     59.3     10.0       17     26.2    285.7     54.4      0.0    314.1      0.0   1356.5     9890     1963    386.8     61.9      0.0   8478.0       75   2415.1     28.5      7.5      0.0
 2015 025   117   108      0.2      7.7      1.2     59.7     10.0       17     28.0    314.2    101.2      0.0    346.4      0.0   1356.5    10240     2165    717.2    114.8      0.0   8478.0       78   2671.6     32.2     13.5      0.0
 2015 026   118   109      0.2      8.2      1.3     60.4     10.0       18     30.8    365.5    144.8    144.8    404.6    164.4   1520.9    10640     2529   1027.5    164.4   1027.5   9505.6       82   2905.4     39.1     19.6     19.6
 2015 027   119   110      0.2      6.0      1.0     60.9     10.0       18     28.0    247.4      0.0      0.0    270.4      0.0   1520.9    10910     1690      0.0      0.0      0.0   9505.6       82   2168.1     23.0      0.0      0.0
 2015 028   120   111      0.2      6.3      1.0     61.3     10.0       18     29.8    273.9     55.9      0.0    300.3      0.0   1520.9    11210     1877    397.2     63.5      0.0   9505.6       84   2519.9     26.4      7.6      0.0
 2015 029   121   112      0.2      7.0      1.1     61.8     10.0       19     30.9    315.8     59.8     59.8    347.1     68.0   1588.9    11560     2169    425.2     68.0    425.2   9930.8       86   2519.9     31.3      8.3      8.3
 2015 030   122   113      0.2      6.5      1.0     62.4     10.0       19     30.7    289.8     38.4      0.0    317.2      0.0   1588.9    11880     1983    270.7     43.3      0.0   9930.8       87   2530.9     27.4      4.9      0.0
 2015 031   123   114      0.2      7.2      1.2     62.9     10.0       19     31.8    333.1     66.2      0.0    366.1      0.0   1588.9    12250     2288    466.3     74.6      0.0   9930.8       89   2833.0     33.0      8.4      0.0
 2015 032   124   115      0.2      7.9      1.3     63.6     10.0       19     34.6    394.7    139.9      0.0    435.8      0.0   1588.9    12690     2724    987.5    158.0      0.0   9930.8       93   3150.4     41.0     18.1      0.0
 2015 033   125   116      0.2      8.7      1.4     64.4     10.0       20     36.6    462.0    206.7    206.7    512.5    234.1   1823.0    13200     3203   1462.8    234.1   1462.8  11393.6       99   3426.5     50.5     27.4     27.4
 2015 034   126   117      0.2      6.1      1.0     64.8     10.0       20     32.0    285.7      0.0      0.0    312.8      0.0   1823.0    13510     1955      0.0      0.0      0.0  11393.6       99   2728.5     27.1      0.0      0.0
 2015 035   127   118      0.2      7.2      1.1     65.6     10.0       20     34.3    358.1     94.6      0.0    394.2      0.0   1823.0    13900     2464    670.2    107.2      0.0  11393.6      102   3217.9     36.0     12.6      0.0
 2015 036   128   119      0.2      7.9      1.3     66.4     10.0       21     35.9    409.3    146.0    146.0    455.2    165.7   1988.7    14360     2845   1035.6    165.7   1035.6  12429.1      106   3374.5     45.9     19.6     19.6
 2015 037   129   120      0.2      6.2      1.0     67.0     10.0       21     34.5    308.9     58.4      0.0    340.8      0.0   1988.7    14700     2130    413.7     66.2      0.0  12429.1      108   2952.9     31.9      7.8      0.0
 2015 038   130   121      0.2      6.7      1.1     67.7     10.0       21     37.7    365.1     63.5      0.0    404.1      0.0   1988.7    15100     2526    451.1     72.2      0.0  12429.1      110   3251.8     39.0      8.7      0.0
 2015 039   131   122      0.2      7.5      1.2     68.3     10.0       21     40.6    436.3    131.6      0.0    484.0      0.0   1988.7    15580     3025    931.4    149.0      0.0  12429.1      114   3796.6     47.7     17.5      0.0
 2015 040   132   123      0.2      8.1      1.3     69.2     10.0       22     41.6    476.2    193.0    193.0    536.7    220.2   2208.9    16120     3355   1376.4    220.2   1376.4  13805.5      119   4550.2     60.5     27.2     27.2
 2015 041   133   124      0.2      6.0      1.0     69.8     10.0       22     39.4    337.4    102.6      0.0    378.1      0.0   2208.9    16500     2363    724.4    115.9      0.0  13805.5      122   3559.5     40.8     13.3      0.0
 2015 042   134   125      0.2      6.6      1.1     70.4     10.0       22     42.2    397.0    110.2      0.0    445.2      0.0   2208.9    16950     2783    779.6    124.7      0.0  13805.5      125   4071.4     48.2     14.5      0.0
 2015 043   135   126      0.2      7.3      1.2     70.8     10.0       23     43.5    449.8    180.3    180.3    505.2    204.4   2413.3    17460     3157   1277.7    204.4   1277.7  15083.2      130   4325.5     55.4     24.1     24.1
